pilot_id,spotify_track_id,title,artists,collection_status,duration_seconds,source_sha256,prepared_sha256,profile_status,primary_family,primary_style,secondary_families,secondary_styles,vocal_role,arrangement_focus,texture_tags,active_section_density,section_variation,certainty,audio_evidence,owner_confirmed
F030,2Y4iTaIAamhYPyZcOdfL3g,11:11,"[""TAEYEON""]",NEW_VALIDATED_PROFILE,222.5284375,2ebcead92066a00e719a2c9f66817094accd614a3fb21efb5319625b36ba4e6f,76658c21a51d4e3cb8100ac608bd279907d37901268df81757bb217ab525dd9f,classified,Pop,K-Pop Ballad,"[""Folk & Acoustic""]","[""Acoustic Pop""]",sung_led,lead_vocal,"[""acoustic"", ""clean"", ""layered""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 0.0, ""observation"": ""Intimate acoustic guitar fingerpicking and tapping rhythmic elements set a minimal, gentle groove.""}, {""at_seconds"": 47.5, ""observation"": ""Chorus section with layered vocal harmonies and subtle low-end bass support alongside ongoing acoustic guitar.""}, {""at_seconds"": 107.0, ""observation"": ""Catchy, melodic 'na na na' vocal hook layered with warm backing vocals and acoustic instrumentation.""}]",False
F031,2YO6ZDPdQFkrOa6YYceEN4,It'll Be Ok,"[""Yoandri""]",NEW_VALIDATED_PROFILE,154.00533333333334,01e1c3468573690f9352b5b77c578550362fd95de2ec1802d6f0bc6f11f4aae6,9c6e39dad0f023121fe33261836d48e4c803cb24e87e5d07d7e4839f881c4918,classified,rnb,contemporary_rnb,"[""pop""]","[""neo_soul"", ""pop_soul""]",sung_led,lead_vocal,"[""clean"", ""electronic"", ""layered""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 1.5, ""observation"": ""Male lead vocal enters over electric piano chords with minimal rhythmic accompaniment.""}, {""at_seconds"": 31.0, ""observation"": ""The chorus begins with low bass notes and subtle hi-hat/clap elements supporting the vocal melody.""}, {""at_seconds"": 91.0, ""observation"": ""Vocal harmonies and ad-libs layer softly behind the main lead, maintaining an intimate, downtempo feel.""}]",False
F032,2aiVdNIqY5BDCM10fKlKpS,Daydreaming,"[""Chevy"", ""City Girl""]",NEW_VALIDATED_PROFILE,113.06666666666666,2c460e3fa843a817c753929de18357a9f07002bd3d7f2983f168259bcc5c74f1,22b46ca53b37651380f24e6b072478d0ff893ff20ada74ae63d40ab5cdbc903a,classified,R&B,Contemporary R&B,"[""Pop""]","[""Alt-R&B""]",sung_led,lead_vocal,"[""electronic"", ""hazy"", ""layered""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 12.0, ""observation"": ""A solo female lead vocal enters singing a gentle R&B-pop melody over sparse, echoing synthesized keys.""}, {""at_seconds"": 53.0, ""observation"": ""Subdued electronic percussion and vocal harmonies enter, creating a relaxed, atmospheric contemporary R&B ballad groove.""}, {""at_seconds"": 92.0, ""observation"": ""The vocal cadence takes on subtle contemporary R&B phrasing while the backdrop remains ambient and spacious.""}]",False
F033,2g0LdZQce9xlcHb1mBJyuz,strawberry moon,"[""IU""]",NEW_VALIDATED_PROFILE,219.89297916666666,d5ccb25cc4181d21b0f819f94093da56f105926cdaaf010b4e50b10d4b2d50f5,540eac9e97cf6f3664b8cd0af5acfd335db6a2ee128dd66bdca24640cf745c25,classified,Pop,K-Pop,"[""R&B/Soul""]","[""Acoustic Pop""]",sung_led,lead_vocal,"[""acoustic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 6.7, ""observation"": ""Bright acoustic guitar arpeggiation sets the tempo and mood before drums enter.""}, {""at_seconds"": 17.5, ""observation"": ""Female lead vocal enters in Korean over a steady mid-tempo pop rhythm section.""}, {""at_seconds"": 62.0, ""observation"": ""Full chorus opens up with layered vocal harmonies, bassline, and upbeat drum groove.""}]",False
F034,2js0td9w2MzNUVPlMKYOEs,risk,"[""lace""]",REUSED_EXACT_PRIOR_PROFILE,246.83972916666667,bba8b574a337d64406cdd5b12c751f0a37a7c1debd2a75b8ca966443fb69ccad,88f32c9e76fa86dcb4dac40e485d9e1961c8a0719a6bbc6ca98bc39515a538f2,classified,Electronic,Trip Hop,"[""Pop"", ""Downtempo""]","[""Downtempo"", ""Dream Pop""]",sung_led,lead_vocal,"[""electronic"", ""hazy"", ""layered""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 18.2, ""observation"": ""Airy, breathy female vocal enters over a sparse kick pulse and ambient synth pads.""}, {""at_seconds"": 105.0, ""observation"": ""Vocals expand with lush harmonies, swelling pads, and subtle electronic percussion.""}, {""at_seconds"": 30.5, ""observation"": ""Syncopated sub bass and layered vocal ad-libs introduce a prominent trip hop / chillout groove.""}]",False
F035,2sXQnT404FrXeSEZkJXfKM,Fall in love with you in every 4AM.,"[""Friday Night Plans""]",NEW_VALIDATED_PROFILE,176.36266666666666,b9ca3667689125d953b2a607e2e8011d26ddacd7a5e667cb37c3c334e619ecd9,cccbb9cc4d79c9cd71fbd54be20cbc286b327eb0b656edfae6a248a3237dd700,classified,R&B,Contemporary R&B,"[""Electronic"", ""Pop""]","[""Alt-R&B""]",sung_led,lead_vocal,"[""electronic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 3.42, ""observation"": ""Vocal enters over minimal electric piano chords and subtle sub-bass pulses with sparse percussive snaps.""}, {""at_seconds"": 37.15, ""observation"": ""Full groove introduces a relaxed, slow tempo trap-influenced beat beneath smooth R&B vocal melodies.""}, {""at_seconds"": 111.45, ""observation"": ""Dynamic drop leading into an intimate verse highlighting the lead vocal and filtered keyboard accompaniment.""}]",False
F036,2yQY2IzeQtUKanVo78Fg23,Pray,"[""City Girl"", ""tiffi""]",NEW_VALIDATED_PROFILE,317.318875,af01d949544541d1ea1b8d97663db7c8a9566b2dba323ebf4f49652e54a56ff8,b4bacb4a1e7a17f6127c6c2e530f7f977b3952bf9316d5a9279561c6f2b4d748,classified,Electronic,Hard Techno,"[""Dance""]","[""Schranz"", ""Industrial Techno""]",sung_led,beat_or_instrumental,"[""electronic"", ""distorted"", ""layered""]",dense,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 23.5, ""observation"": ""Vocal refrain over swelling synth pad and low atmospheric rumble""}, {""at_seconds"": 63.8, ""observation"": ""Sudden drop into a heavy, distorted 4-on-the-floor kick with resonant synth bass""}, {""at_seconds"": 159.0, ""observation"": ""Distorted kick pattern continues with repetitive vocal hook layered over rolling hi-hats""}]",False
F037,30NAF18yQGvwKrbn1IEMKn,Fresh Air,"[""Maasho"", ""Weston Estate""]",NEW_VALIDATED_PROFILE,210.47729166666667,d14004d7984596894978736077e5666fc014f123d7bbf4565b141582dd0a83d1,6c0792a994f6eb7896a6a8e4d84caad39716a515dc26ce8c779e4d3c55959cc7,classified,Hip-Hop,Trap R&B,"[""R&B"", ""Pop""]","[""Melodic Trap"", ""Contemporary R&B""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 15.0, ""observation"": ""Main groove enters with trap beat, 808 bass, acoustic guitar arpeggios, and melodic R&B vocals.""}, {""at_seconds"": 113.0, ""observation"": ""Vocalist sings verse melodies over a minimalist guitar and trap rhythm section.""}, {""at_seconds"": 202.0, ""observation"": ""A guest vocalist delivers an auto-tuned melodic rap verse over the guitar trap groove.""}]",False
F038,340yvMO5adu3bo1x5Zrw14,You Might (Feat. SHIRT),"[""g0nny"", ""SHIRT""]",NEW_VALIDATED_PROFILE,187.18766666666667,3d328fc7289a162b5179b9c7169df16eae3f04255d56b3c875dbec1699e8c705,a8c52bd5e931b95c5628334f8337d90b5a8c78962607f5351dcfeeeaf1def1a1,classified,Pop,K-Pop,"[""R&B""]","[""Contemporary R&B""]",sung_led,lead_vocal,"[""clean"", ""electronic"", ""layered""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 12.5, ""observation"": ""Female lead vocal enters over light melodic keyboard accompaniment and a soft downbeat.""}, {""at_seconds"": 70.2, ""observation"": ""Male vocals take over the verse with a rhythmic, melodic delivery over a syncopated mid-tempo beat.""}, {""at_seconds"": 127.8, ""observation"": ""Both vocalists trade lines into a lush chorus hook featuring warm synth bass and percussion.""}]",False
F039,37BvHZhn4399Zhh6EDa4km,Ever2Late!,"[""KiiiKiii""]",NEW_VALIDATED_PROFILE,152.5899375,043e2ffe32eac0eb5b083da9d7965d9a30f19a93039845546193779b186afc77,1cacb77b3b0a781035c450c2f4dc218a72f245ba890221e0af23dc03a36db03b,classified,pop,k-pop,"[""electronic / dance""]","[""dance-pop"", ""afro-house""]",sung_led,balanced,"[""electronic"", ""layered"", ""clean""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 0.0, ""observation"": ""Polyrhythmic hand percussion and pitched vocal chant loop begin the track.""}, {""at_seconds"": 26.6, ""observation"": ""Transition into an energetic dance-pop beat with bright synths and layered vocal hooks.""}, {""at_seconds"": 126.8, ""observation"": ""Vocal refrain in Korean over four-on-the-floor kick, synth stabs, and upbeat groove.""}]",False
F040,39kzWAiVPpycdMpr745oPj,You Never Know,"[""BLACKPINK""]",NEW_VALIDATED_PROFILE,229.20160416666667,c17f16fa88eb69a603b4f42724b720007089f5e94e9594728fdb2cb230ead534,1eab42cedf3d3f45d16f7a0845ebfe93835ba12341d497d31e1455d212ac9d36,classified,Pop,K-Pop,"[""Electronic"", ""Hip-Hop""]","[""Dance-Pop"", ""Contemporary R&B""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",dense,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 15.0, ""observation"": ""Mellow verse with trap hi-hats, sub bass, and rhythmic female Korean/English pop vocals.""}, {""at_seconds"": 53.0, ""observation"": ""Energetic chorus drop featuring heavy bass, upbeat synth rhythms, and layered female vocals.""}, {""at_seconds"": 24.0, ""observation"": ""Melodic pre-chorus building tension over atmospheric pads and subtle percussion.""}]",False
F041,3F5HhdyBfvCbzuPJbGBHkc,2080,"[""chicken97""]",NEW_VALIDATED_PROFILE,220.90666666666667,547ea3162f7d222d65897b5095f596d543f482e4296f86d1dbc9ae39f7b66f78,14ad6a276be73503ab014e90877d2dbfcb96508010936d0d518206e686dd867f,classified,Pop,K-Pop,"[""Electronic"", ""R&B""]","[""Synthpop"", ""Ballad""]",sung_led,lead_vocal,"[""clean"", ""electronic"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 12.0, ""observation"": ""Sparse intro with music box synth glockenspiel melody and solitary soft female Korean vocals.""}, {""at_seconds"": 65.0, ""observation"": ""Dynamic chorus bloom with lush synth pads, punchy pop drum programming, and expansive vocal harmonizations.""}, {""at_seconds"": 175.0, ""observation"": ""Bridge section with emotional solo vocal delivery over gentle keyboard backing before building back into the chorus.""}]",False
F042,3INETdToKVgt2vfp1wYBFw,bamsopoong,"[""ILLIT""]",NEW_VALIDATED_PROFILE,141.312,7d413ad1df6dc09bd9ab0fed0fa7102c4b6ac77b0a4240d9719a37c41b9b4f5c,7fb8683ca2a4b8f1019d62ff970bb1e27e99d879edfba7e77521c44e086d15ce,classified,pop,k-pop,"[""electronic"", ""dance""]","[""dance-pop"", ""electropop""]",sung_led,lead_vocal,"[""electronic"", ""layered"", ""clean""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 0.0, ""observation"": ""Upbeat synth arpeggio, bass synth, and acoustic drum beat intro establishing the groove.""}, {""at_seconds"": 13.9, ""observation"": ""Korean female lead vocals enter over electro-pop synth bassline and bright keyboard accents.""}, {""at_seconds"": 36.1, ""observation"": ""Full dance-pop chorus with layered backing vocals, four-on-the-floor beat, and pulsing synth bass.""}]",False
F043,3JxRNkoNmAcPgnA5HSnKiz,Make the Move (feat. pH-1),"[""SOOVI"", ""pH-1""]",NEW_VALIDATED_PROFILE,177.344,7dbe0ddf8df95887615ce290f9bce441b040c71b8abd99ae4415ebdcd617fde8,27c807bb857b6703a5d7ea05a6791aeed07d5a9f9ffd42ebe6d3fb51bb7618dc,classified,Pop,K-Pop,"[""R&B"", ""Hip-Hop""]","[""Contemporary R&B"", ""Pop Rap""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 15.0, ""observation"": ""Female vocal enters over a soft, syncopated electronic beat with subtle keys and bass.""}, {""at_seconds"": 32.0, ""observation"": ""Chorus features sweet, melodic pop vocals with smooth electronic production and layered backing harmonies.""}, {""at_seconds"": 96.0, ""observation"": ""A male guest feature enters, delivering rhythmic Korean and English rap vocals over the beat.""}]",False
F044,3X45Wd5yRNoe2twmyc5CvO,SATELLITE,"[""City Girl"", ""Kelsey Kuan""]",NEW_VALIDATED_PROFILE,152.03266666666667,a092dcb5529fbe25802b180db611db2268e4e395c2803ca09e9f4db3a7daa339,1183829fc299a45b5e4735b61f3775881431aa3ddcbbd6dd9142a8f27dbd3cc3,classified,Pop,Contemporary R&B,"[""Hip-Hop""]","[""Trap Soul"", ""Alt-Pop""]",sung_led,lead_vocal,"[""electronic"", ""acoustic"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 11.2, ""observation"": ""Acoustic guitar arpeggios accompany a breathy, intimate female lead vocal introducing the main melodic theme.""}, {""at_seconds"": 29.8, ""observation"": ""Trap-style hi-hat rolls, programmed kicks, and deep sub-bass drop in under rhythmic vocal delivery.""}, {""at_seconds"": 70.3, ""observation"": ""Reverberant backing harmonies layer with the lead vocal over atmospheric guitar and a half-time beat.""}]",False
F045,3aFh82SrVntBmW9Lx0Gb7W,1-4-3,"[""Nana Ou-Yang""]",NEW_VALIDATED_PROFILE,256.8106666666667,916c661acbc75ccca88dd4145758082c2ed8eea3d0781a0316ca64e6c56baa00,90b2e3c1003db2e583ea829a610e86240ed6d29ee7a94cabc9c1032fa8f6e47f,classified,R&B,Contemporary R&B,"[""Pop""]","[""Alt-Pop""]",sung_led,lead_vocal,"[""acoustic"", ""electronic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 21.0, ""observation"": ""Intimate, breathy female vocal enters over a simple looping acoustic piano progression.""}, {""at_seconds"": 101.5, ""observation"": ""Subtle bass pulse, soft electronic kick, and ambient pad textures join beneath the emotional lead vocal.""}, {""at_seconds"": 244.0, ""observation"": ""Minimal piano and sparse bassline accompany vocal lines with atmospheric reverb.""}]",False
F046,3azJifCSqg9fRij2yKIbWz,The Color Violet,"[""Tory Lanez""]",NEW_VALIDATED_PROFILE,226.48745833333334,1010a1cc66a80d5691904ff6347ae4a0c5595baf5cec98c114fd44a6bd718fda,766a72d525785f72040087293ef7245ac144fbde3ebbb99130d301d72df42c60,classified,Electronic / Dance,Dance-Pop,"[""Hip Hop / Rap""]","[""Pop Rap""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""clean"", ""layered""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 18.9, ""observation"": ""Female lead vocal enters with auto-tuned, syncopated delivery over a minimalist four-on-the-floor kick pattern and hi-hats.""}, {""at_seconds"": 55.4, ""observation"": ""Chorus hook featuring catchy sung-melodic lines over simple electronic club beats and synth bass.""}, {""at_seconds"": 218.6, ""observation"": ""Spoken-melodic verse lines deliver personal narrative with sparse electronic club percussion accompaniment.""}]",False
F047,3fzeNQfannmBQWGecQZ93s,慢冷,"[""Ren Ran""]",NEW_VALIDATED_PROFILE,276.3587083333333,5bbc4243ba172f0f20c913d72347c46c02ddcc5ef7c1cc11e56e5369eb06be18,707f1efdafbac460b271f92220d93d375b2d17b8c7b39cd6b7d5e65808d894ad,classified,Pop,Mandopop,"[""Ambient""]","[""Piano Pop""]",sung_led,lead_vocal,"[""acoustic"", ""clean"", ""electronic""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 25.8, ""observation"": ""Solo acoustic piano and tender female lead vocal begin the first verse""}, {""at_seconds"": 71.5, ""observation"": ""Subtle low bass synth enters as lead vocal sustains slow lyrical pacing""}, {""at_seconds"": 133.0, ""observation"": ""Lush chorus layers soft harmony vocals and synth pads over continuing minimalist piano""}]",False
F048,3uOeutrLztSX6lU0b0et3B,MOON,"[""i-dle""]",NEW_VALIDATED_PROFILE,200.4,8971b67b6939a05bf15e227d91eb313a3ae72fded2d74f4b3149ddf80841ae22,ca9bca88786e7609dc91c02163f4566edda58e7272195b5d09a4ae3a5fba6eea,classified,electronic,k-pop,"[""pop""]","[""dance-pop"", ""electropop""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",dense,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 39.5, ""observation"": ""Upbeat electropop chorus enters with four-on-the-floor kick, synth bass, and layered female pop vocals.""}, {""at_seconds"": 121.0, ""observation"": ""Synthesizer arpeggios and filtered synth sweeps drive the pre-chorus dynamic build.""}, {""at_seconds"": 160.0, ""observation"": ""Vocal harmonies and ad-libs soar over a pumping electronic dance-pop beat during the climax.""}]",False
F049,3vC63Nh3rSREo7qDHgnx8I,DANCING ALONE,"[""KiiiKiii""]",NEW_VALIDATED_PROFILE,216.29389583333332,46cd0a02620b187caaf4081acd882b1f94e46f5f3e44d9fc072b9f23dec5cac1,7f416e17bb4f9c86a9abe7fd95399629012c5586146fdf8dea39abcee0f850ef,classified,Pop,K-Pop,"[""Electronic / Dance""]","[""Dance-Pop""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 15.6, ""observation"": ""Percussive 808-style beat enters beneath sung female vocals with bright pop production.""}, {""at_seconds"": 50.8, ""observation"": ""Upbeat dance-pop chorus drops with synthetic bassline, four-on-the-floor beat, and bright synth chords.""}, {""at_seconds"": 125.7, ""observation"": ""Melodic pre-chorus vocal hook leading into another high-energy dance-pop chorus drop.""}]",False
F050,40TJl2hLf6Sr7K1a2SkkVA,Tell Me,"[""hyejin""]",NEW_VALIDATED_PROFILE,153.50652083333333,225953b43943581a9914e3c68c94c7f1bde1a8c8c668c3d94c7edf5c959ed7bc,0059753a3c65046a6daa11f8db877cb8e935260aa2bba95196019ee7a286c885,classified,R&B/Soul,Contemporary R&B,"[""Pop"", ""Folk/Americana""]","[""K-Indie"", ""Acoustic Pop""]",sung_led,lead_vocal,"[""acoustic"", ""clean""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 13.5, ""observation"": ""Female lead vocal enters singing intimate, mellow lines over a gentle, steady fingerpicked acoustic guitar pattern.""}, {""at_seconds"": 54.0, ""observation"": ""Soft, muted percussive beat and subdued bassline enter subtly without overwhelming the acoustic guitar and vocals.""}, {""at_seconds"": 112.5, ""observation"": ""Lead vocal shifts into conversational English lyrics over a restrained, downtempo acoustic groove.""}]",False
F051,41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,"[""Billie Eilish""]",NEW_VALIDATED_PROFILE,204.4633125,c20075ec09af810f96f22728e3c30f28a11ef80e23eb70c0b80502bcf93cefb1,f0669e4d88b401fb5bf491abca2c2961770035cca7cd4bf5e20ad14b02d3685d,classified,Pop,Bedroom Pop,"[""R&B and Soul""]","[""Alt-Pop""]",sung_led,lead_vocal,"[""clean"", ""acoustic"", ""electronic""]",sparse,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 16.5, ""observation"": ""Intimate, breathy female vocal enters over a simple, repetitive electric piano chord progression.""}, {""at_seconds"": 33.0, ""observation"": ""Subtle low bass note and minimal electronic percussion join the piano accompaniment under the singing.""}, {""at_seconds"": 91.5, ""observation"": ""Vocals expand with close-mic'd harmonies while the sparse keyboard arrangement continues consistently.""}]",False
F052,49KDK2ccYnOCYPeXfDO3YT,DINOSAUR,"[""AKMU""]",NEW_VALIDATED_PROFILE,236.681,890c5d76f9512fd2454ee181013a92b31d65368743b1d2253bb3913206c7b51c,12e869f6262fb3bf7b9fdeb115bb161851be77005c4f0fd3ac77522f9d825a1a,classified,Pop,K-Pop,"[""Electronic""]","[""Dance-Pop"", ""Electropop""]",sung_led,lead_vocal,"[""clean"", ""electronic"", ""acoustic""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 11.45, ""observation"": ""A male Korean vocal begins over a clean acoustic guitar and an electronic kick beat.""}, {""at_seconds"": 58.74, ""observation"": ""The arrangement builds into an upbeat EDM-influenced pop chorus with a bright synthesizer lead hook.""}, {""at_seconds"": 178.6, ""observation"": ""A vocal chop synth hook plays with pulsing electronic dance percussion and sub-bass.""}]",False
F053,49iccsmr8Su1SXXwNfFO70,Fade (Feat. Rachel Lim),"[""JIDA"", ""Rachel Lim""]",NEW_VALIDATED_PROFILE,213.09866666666667,01638e9971fd4a479d99e202fcc28d1052e75556c803072dc14b43dba0a35eec,49484a79b5e5846e9cfd271dfaaed454d0ccafd0fb7c7a0d2fc18e2cd40f172b,classified,Pop,Dream Pop,"[""Electronic"", ""R&B""]","[""Electropop"", ""Contemporary R&B""]",sung_led,lead_vocal,"[""electronic"", ""hazy"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 22.0, ""observation"": ""Female lead vocal enters over sparse electronic keyboard accompaniment.""}, {""at_seconds"": 66.5, ""observation"": ""A low-tempo synth-pop beat enters with kick drum, subtle percussion, and airy synth pads.""}, {""at_seconds"": 126.0, ""observation"": ""Chorus section with layered, airy female vocal harmonies and pulsing synth bassline.""}]",False
F054,4B8L0sByBRJRUV1Uot2Ebd,for what,"[""potsu""]",NEW_VALIDATED_PROFILE,178.10577083333334,70ea46259455e4865b11666c59f4953e5b17e31c3aecac565f7b527692b3b8b7,6e6c80ef511ec2d920a8fcab1f90c42e26f095541cbf6f352995718c98b779cc,classified,Electronic,Afro House,"[""African Traditional""]","[""West African Folk Music""]",sung_led,beat_or_instrumental,"[""electronic"", ""acoustic"", ""layered""]",moderate,mostly_consistent,"{""family"": ""clear"", ""style"": ""tentative""}","[{""at_seconds"": 12.5, ""observation"": ""Steady hand-drum polyrhythms and high-pitched acoustic percussion establish a West African drum pattern.""}, {""at_seconds"": 40.0, ""observation"": ""Electronic synth bassline enters underneath the traditional drumming, establishing a modern dance groove.""}, {""at_seconds"": 105.0, ""observation"": ""Vocals enter with sustained harmonized backing choral chants above the electronic and acoustic rhythmic bed.""}]",False
F055,4LaZ8RpIP6DIgN73bXQVlO,GET IT,"[""keshi""]",REUSED_EXACT_PRIOR_PROFILE,158.70839583333333,348c02563c8602ca93e2aa46947f72c587c56e2bf8becf8c6a2a180edb916d55,84bd2c401fd14346ade328c4a829085e69dae510e56765e82b93ab27a4aaaca9,classified,Hip Hop,Trap,"[""Pop"", ""R&B""]","[""Pop Rap"", ""Melodic Rap""]",mixed_rap_and_singing,balanced,"[""electronic"", ""layered"", ""clean""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 18.2, ""observation"": ""Trap beat enters with prominent sub-bass 808s, rapid hi-hat rolls, and rhythmic rap vocals.""}, {""at_seconds"": 64.5, ""observation"": ""Melodic, autotuned singing hook over the trap drum groove and ambient synth pads.""}, {""at_seconds"": 149.0, ""observation"": ""Atmospheric breakdown with ethereal female vocals over a stripped synth bed.""}]",False
F056,4P1L6AniTDJzANaubzWGYs,I'm Not Enough and I'm Sorry,"[""Teqkoi"", ""Snøw""]",NEW_VALIDATED_PROFILE,121.21979166666667,24b83da637c0a524b5dc91393ff5ecd68d8d7750cee7c5c69ba24f31e559bd6d,6cd87d0df5612ac1b1f59c92ad9b1b3b94de3e06cea3d872b04b130a18089d39,classified,Hip Hop,Emo Rap,"[""R&B""]","[""Trap""]",mixed_rap_and_singing,lead_vocal,"[""electronic"", ""hazy"", ""layered""]",sparse,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 13.0, ""observation"": ""Melancholic, autotuned sing-rap vocals enter over a low-key trap beat with deep 808s and soft chords.""}, {""at_seconds"": 21.0, ""observation"": ""A downtempo trap rhythm kicks in with rolling hi-hats, a sub-bass kick, and sparse snare snaps.""}, {""at_seconds"": 59.0, ""observation"": ""Percussion drops out, leaving ambient synthesizer pads and echoing vocal ad-libs.""}]",False
F057,4Sk74gcXTe9dnE1HU5Pn1y,The Bottom,"[""Gracie Abrams""]",NEW_VALIDATED_PROFILE,180.52354166666666,1d1a40efca29d8e9f12dc107fd3ff39ce46cbf295f45a7c1b17f173067a59d89,1e8fe853645165f6963a746687e2bc86eaa3c42d5a963a7cdec02558b81a01e7,classified,Pop,Indie Pop,"[""Rock""]","[""Alt-Pop""]",sung_led,lead_vocal,"[""clean"", ""layered"", ""acoustic""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 9.5, ""observation"": ""Intimate female lead vocal with sparse acoustic piano and soft bass pulsing beneath""}, {""at_seconds"": 38.5, ""observation"": ""Full indie pop chorus drops with upbeat drums, rhythm electric guitar, and punchy bass line""}, {""at_seconds"": 133.0, ""observation"": ""Second verse builds texture with shaker, sub-bass, and syncopated clean guitar accents""}]",False
F058,4gMPlHHAjOQnUrhsuqHivn,To My Youth,"[""BOL4""]",NEW_VALIDATED_PROFILE,222.5284375,7d9380030c819ecdc54e05656a7bc02a38e6d911da7c087df3535f7ac633a19c,fa0d3a6891d509127a62f1abc8ad365ec20e01e009c6d4af45c9ad676c1d2aa7,classified,Pop,K-Pop Ballad,"[""Folk & Acoustic"", ""R&B""]","[""Piano Ballad"", ""Contemporary R&B""]",sung_led,lead_vocal,"[""acoustic"", ""clean"", ""layered""]",sparse,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 27.5, ""observation"": ""Delicate acoustic piano provides minimal accompaniment beneath gentle, intimate female lead singing.""}, {""at_seconds"": 126.0, ""observation"": ""Subtle, ambient electronic synth pads and soft, distant percussion layer into the piano-driven arrangement.""}, {""at_seconds"": 213.5, ""observation"": ""Vocal line intensifies into an emotional, resonant peak with dramatic, cinematic orchestration.""}]",False
F059,4lR8sYGMGZPvthF2yUfo7T,Smart,"[""LE SSERAFIM""]",NEW_VALIDATED_PROFILE,166.44064583333332,b0158e9794464d6fe8b7ecef80515d5c9b740cce4538b18ba3031bc79acaa33a,2d674e16d3dd62b338ddbd266ceb0be66a47239eac7d80b7d1a2d75e698dbdc0,classified,Pop,K-Pop,"[""Electronic"", ""African Dancehall and Reggae""]","[""Afrobeats"", ""Dance-Pop""]",sung_led,lead_vocal,"[""electronic"", ""clean"", ""layered""]",moderate,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","[{""at_seconds"": 9.1, ""observation"": ""A bouncy Afrobeat and amapiano-influenced percussion groove enters under melodic female pop vocals.""}, {""at_seconds"": 43.5, ""observation"": ""Rhythmic vocal chanting repeats rapid syllables alongside minimal percussion and subtle synth bass.""}, {""at_seconds"": 68.3, ""observation"": ""Full groove returns with layered female vocals singing a hook with an upbeat dance rhythm.""}]",False
