review_schema_version,stable_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,case_tags,case_rationale,query,candidate_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,source_type,title_similarity,version_relationships,recording_eligible_feature,ineligible_feature_reasons,candidate_review_label,candidate_note,track_note
stage5b1b-heldout-review-v1,s5b1b_010,Savage Remix (feat. Beyoncé),Megan Thee Stallion | Beyoncé,Savage Remix,242.001,2020,remix | feat_in_title | multiple_artists,Featured-artist title noise coexists with a recording-defining remix marker.,"""Megan Thee Stallion"" ""Savage Remix"" official",4,3XJiirJIwXQ,https://www.youtube.com/watch?v=3XJiirJIwXQ,Megan Thee Stallion - Girls In The Hood & Savage Remix Performance [BET Awards 2020],Megan Thee Stallion,Megan Thee Stallion,268.0,11942258,OTHER,0.342857,remix=CONFLICT,false,"explicit version conflict: remix: target=Savage (feat. Beyoncé, candidate=Girls In Hood & Savage Performance [BET Awards 2020",,,
stage5b1b-heldout-review-v1,s5b1b_010,Savage Remix (feat. Beyoncé),Megan Thee Stallion | Beyoncé,Savage Remix,242.001,2020,remix | feat_in_title | multiple_artists,Featured-artist title noise coexists with a recording-defining remix marker.,"""Megan Thee Stallion"" ""Savage Remix"" official",5,VFdcOboiVOQ,https://www.youtube.com/watch?v=VFdcOboiVOQ,Megan Thee Stallion - Body / Savage Remix [Live from the 63rd GRAMMYs ®️ 2021],Megan Thee Stallion,Megan Thee Stallion,246.0,8097601,OTHER,0.827586,live=CONFLICT; remix=CONFLICT,false,"explicit version conflict: live: target=none, candidate=the 63rd GRAMMYs ®️ 2021; remix: target=Savage (feat. Beyoncé, candidate=Body / Savage [Live from 63rd GRAMMYs ®️ 2021",,,
stage5b1b-heldout-review-v1,s5b1b_011,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran | Beyoncé,Perfect Duet,259.55,2017,alternate_version | multiple_artists,Duet version must not resolve to the more common solo recording.,"""Ed Sheeran"" ""Perfect Duet (Ed Sheeran & Beyoncé)"" official",1,o0vfVTzdLsY,https://www.youtube.com/watch?v=o0vfVTzdLsY,Ed Sheeran - Perfect ft Beyoncé (Lyrics),allthesounds,allthesounds,263.0,426420,LYRIC_VIDEO,0.736842,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_011,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran | Beyoncé,Perfect Duet,259.55,2017,alternate_version | multiple_artists,Duet version must not resolve to the more common solo recording.,"""Ed Sheeran"" ""Perfect Duet (Ed Sheeran & Beyoncé)"" official",2,yx8NVHKJqPs,https://www.youtube.com/watch?v=yx8NVHKJqPs,Perfect (Karaoke Version),JMKaraoke - Topic,JMKaraoke - Topic,261.0,28997,ART_TRACK_TOPIC,0.736842,karaoke=CONFLICT,false,"explicit version conflict: karaoke: target=none, candidate=Karaoke Version",,,
stage5b1b-heldout-review-v1,s5b1b_011,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran | Beyoncé,Perfect Duet,259.55,2017,alternate_version | multiple_artists,Duet version must not resolve to the more common solo recording.,"""Ed Sheeran"" ""Perfect Duet (Ed Sheeran & Beyoncé)"" official",3,qegLWI99Wg0,https://www.youtube.com/watch?v=qegLWI99Wg0,Perfect Duet - Ed Sheeran & Beyoncé | Karaoke Version | KaraFun,KaraFun Karaoke,KaraFun Karaoke,264.0,327061,OTHER,0.148148,karaoke=CONFLICT,false,"explicit version conflict: karaoke: target=none, candidate=Ed Sheeran & Beyoncé | Karaoke Version | KaraFun; explicit core-title contradiction: no normalized title-token overlap",,,
stage5b1b-heldout-review-v1,s5b1b_011,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran | Beyoncé,Perfect Duet,259.55,2017,alternate_version | multiple_artists,Duet version must not resolve to the more common solo recording.,"""Ed Sheeran"" ""Perfect Duet (Ed Sheeran & Beyoncé)"" official",4,4DFV8XXxmLY,https://www.youtube.com/watch?v=4DFV8XXxmLY,Ed Sheeran - Perfect Duet (with Beyoncé) (Lyrics),Jenni Ordoñez,Jenni Ordoñez,260.0,27260,LYRIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_011,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran | Beyoncé,Perfect Duet,259.55,2017,alternate_version | multiple_artists,Duet version must not resolve to the more common solo recording.,"""Ed Sheeran"" ""Perfect Duet (Ed Sheeran & Beyoncé)"" official",5,zlU5jsQi25E,https://www.youtube.com/watch?v=zlU5jsQi25E,"Perfect Duet - Ed Sheeran & Beyonce ('50s Prom Cover) ft. Mario Jose, India Carney & Dave Koz",PostmodernJukebox,PostmodernJukebox,292.0,8184466,OTHER,0.333333,,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_012,Levitating (feat. DaBaby),Dua Lipa | DaBaby,Future Nostalgia,203.064,2020,featured_artist | alternate_version,Featured remix and solo album recording commonly coexist in search results.,"""Dua Lipa"" ""Levitating"" official",1,TUVcZfQe-Kw,https://www.youtube.com/watch?v=TUVcZfQe-Kw,Dua Lipa - Levitating Featuring DaBaby (Official Music Video),Dua Lipa,Dua Lipa,231.0,1151340945,OFFICIAL_MUSIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_012,Levitating (feat. DaBaby),Dua Lipa | DaBaby,Future Nostalgia,203.064,2020,featured_artist | alternate_version,Featured remix and solo album recording commonly coexist in search results.,"""Dua Lipa"" ""Levitating"" official",2,WHuBW3qKm9g,https://www.youtube.com/watch?v=WHuBW3qKm9g,Dua Lipa - Levitating (Official Lyrics Video),Dua Lipa,Dua Lipa,221.0,145892374,LYRIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_012,Levitating (feat. DaBaby),Dua Lipa | DaBaby,Future Nostalgia,203.064,2020,featured_artist | alternate_version,Featured remix and solo album recording commonly coexist in search results.,"""Dua Lipa"" ""Levitating"" official",3,N000qglmmY0,https://www.youtube.com/watch?v=N000qglmmY0,Dua Lipa - Levitating (Official Animated Music Video),Dua Lipa,Dua Lipa,210.0,22956506,OFFICIAL_MUSIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_012,Levitating (feat. DaBaby),Dua Lipa | DaBaby,Future Nostalgia,203.064,2020,featured_artist | alternate_version,Featured remix and solo album recording commonly coexist in search results.,"""Dua Lipa"" ""Levitating"" official",4,57bNHupO3MU,https://www.youtube.com/watch?v=57bNHupO3MU,Dua Lipa - ‘Levitating’ at the AMAs 2020,Dua Lipa,Dua Lipa,238.0,36122727,OTHER,0.540541,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_012,Levitating (feat. DaBaby),Dua Lipa | DaBaby,Future Nostalgia,203.064,2020,featured_artist | alternate_version,Featured remix and solo album recording commonly coexist in search results.,"""Dua Lipa"" ""Levitating"" official",5,ovG2QwiObhk,https://www.youtube.com/watch?v=ovG2QwiObhk,Dua Lipa - Levitating (Lyrics),MusiCat,MusiCat,203.0,6305692,LYRIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_013,About You - Live from Madison Square Garden,The 1975,At Their Very Best (Live from Madison Square Garden),323.68,2023,live | named_venue,Specific official live recording competes with studio and fan-shot performances.,"""The 1975"" ""About You - Live from Madison Square Garden"" official",1,28Lj4qt3lCc,https://www.youtube.com/watch?v=28Lj4qt3lCc,The 1975 – About You Live from Madison Square Garden | Amazon Music,The 1975,The 1975,323.0,22844626,OTHER,0.235294,live=MATCH,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_013,About You - Live from Madison Square Garden,The 1975,At Their Very Best (Live from Madison Square Garden),323.68,2023,live | named_venue,Specific official live recording competes with studio and fan-shot performances.,"""The 1975"" ""About You - Live from Madison Square Garden"" official",2,0fedQNu85M0,https://www.youtube.com/watch?v=0fedQNu85M0,The 1975 - About You (Live at Madison Square Garden 2022) PRO SHOT FULL HD,The Gongy,The Gongy,317.0,10610,OTHER,0.514286,live=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_013,About You - Live from Madison Square Garden,The 1975,At Their Very Best (Live from Madison Square Garden),323.68,2023,live | named_venue,Specific official live recording competes with studio and fan-shot performances.,"""The 1975"" ""About You - Live from Madison Square Garden"" official",3,2Swd2Fpqj4Q,https://www.youtube.com/watch?v=2Swd2Fpqj4Q,The 1975 - About You (Live from Madison Square Garden),ST,ST,313.0,48848,OTHER,1.000000,live=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_013,About You - Live from Madison Square Garden,The 1975,At Their Very Best (Live from Madison Square Garden),323.68,2023,live | named_venue,Specific official live recording competes with studio and fan-shot performances.,"""The 1975"" ""About You - Live from Madison Square Garden"" official",4,sNJjT9yorqo,https://www.youtube.com/watch?v=sNJjT9yorqo,The 1975  - About You (Radio 1's Big Weekend 2023),BBC Radio 1,BBC Radio 1,328.0,5205201,OTHER,1.000000,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_013,About You - Live from Madison Square Garden,The 1975,At Their Very Best (Live from Madison Square Garden),323.68,2023,live | named_venue,Specific official live recording competes with studio and fan-shot performances.,"""The 1975"" ""About You - Live from Madison Square Garden"" official",5,tGv7CUutzqU,https://www.youtube.com/watch?v=tGv7CUutzqU,The 1975 - About You (Official),The 1975,The 1975,327.0,201036195,OTHER,1.000000,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_014,Yellow - Live in Buenos Aires,Coldplay,Live in Buenos Aires,289.493,2018,live | named_location,Specific live-album performance must remain distinct from studio and other tours.,"""Coldplay"" ""Yellow - Live in Buenos Aires"" official",1,tLB9dRq0BKA,https://www.youtube.com/watch?v=tLB9dRq0BKA,Yellow (Live in Buenos Aires),Coldplay,Coldplay,351.0,1383504,ART_TRACK_TOPIC,1.000000,live=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_014,Yellow - Live in Buenos Aires,Coldplay,Live in Buenos Aires,289.493,2018,live | named_location,Specific live-album performance must remain distinct from studio and other tours.,"""Coldplay"" ""Yellow - Live in Buenos Aires"" official",2,iSdjJfRx0ag,https://www.youtube.com/watch?v=iSdjJfRx0ag,"Yellow, Coldplay en Buenos Aires  02/11/22 #coldplay #yellow #argentina",£liaŋa,£liaŋa,362.0,1177,OTHER,0.166667,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_014,Yellow - Live in Buenos Aires,Coldplay,Live in Buenos Aires,289.493,2018,live | named_location,Specific live-album performance must remain distinct from studio and other tours.,"""Coldplay"" ""Yellow - Live in Buenos Aires"" official",3,E7mUCJy5LdU,https://www.youtube.com/watch?v=E7mUCJy5LdU,"Coldplay - Yellow [4K] - Buenos Aires, Argentina (05/11/2022)",Agustín Miranda,Agustín Miranda,252.0,7221,OTHER,0.342857,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_014,Yellow - Live in Buenos Aires,Coldplay,Live in Buenos Aires,289.493,2018,live | named_location,Specific live-album performance must remain distinct from studio and other tours.,"""Coldplay"" ""Yellow - Live in Buenos Aires"" official",4,VFaxbUeg_WY,https://www.youtube.com/watch?v=VFaxbUeg_WY,Coldplay - Yellow (Live in Buenos Aires) 29/10/2022,crowd007,crowd007,154.0,1336,OTHER,0.521739,live=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_014,Yellow - Live in Buenos Aires,Coldplay,Live in Buenos Aires,289.493,2018,live | named_location,Specific live-album performance must remain distinct from studio and other tours.,"""Coldplay"" ""Yellow - Live in Buenos Aires"" official",5,t9mIHj1DKi4,https://www.youtube.com/watch?v=t9mIHj1DKi4,"Coldplay - Yellow [4K] - Buenos Aires, Argentina (08/11/2022)",Agustín Miranda,Agustín Miranda,395.0,1322,OTHER,0.342857,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_015,Someone Like You - Live at the BRIT Awards 2011,Adele,Someone Like You (Live at the BRIT Awards 2011),288.093,2011,live | named_event,Named live performance has numerous near-identical studio and concert uploads.,"""Adele"" ""Someone Like You - Live at the BRIT Awards 2011"" official",1,qemWRToNYJY,https://www.youtube.com/watch?v=qemWRToNYJY,Adele performing Someone Like You | BRIT Awards 2011,Texhnician,Texhnician,351.0,200334690,OTHER,0.484848,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_015,Someone Like You - Live at the BRIT Awards 2011,Adele,Someone Like You (Live at the BRIT Awards 2011),288.093,2011,live | named_event,Named live performance has numerous near-identical studio and concert uploads.,"""Adele"" ""Someone Like You - Live at the BRIT Awards 2011"" official",2,LLoD6NOchXs,https://www.youtube.com/watch?v=LLoD6NOchXs,Adele - Someone Like You,Genetic Songs,Genetic Songs,487.0,1,OTHER,1.000000,live=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_015,Someone Like You - Live at the BRIT Awards 2011,Adele,Someone Like You (Live at the BRIT Awards 2011),288.093,2011,live | named_event,Named live performance has numerous near-identical studio and concert uploads.,"""Adele"" ""Someone Like You - Live at the BRIT Awards 2011"" official",3,5IoNZbJzB6I,https://www.youtube.com/watch?v=5IoNZbJzB6I,Sexy Vibrato! How To Get It! How To Use It To Your Advantage! Ken Tamplin Vocal Academy 4K,Ken Tamplin Vocal Academy,Ken Tamplin Vocal Academy,816.0,10051,OTHER,0.213592,live=ABSENT,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_016,Take on Me - MTV Unplugged,a-ha,Summer Solstice,245.733,2017,live | acoustic | radically_different_arrangement,Unplugged recording is deliberately distinct from the iconic studio version.,"""a-ha"" ""Take on Me - MTV Unplugged"" official",1,hyPudrPNSuQ,https://www.youtube.com/watch?v=hyPudrPNSuQ,A-ha - Take on Me (MTV Unplugged - Summer Solstice) [Tradução],Mais 1 Clipe Com Legenda,Mais 1 Clipe Com Legenda,235.0,709790,OTHER,0.588235,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_016,Take on Me - MTV Unplugged,a-ha,Summer Solstice,245.733,2017,live | acoustic | radically_different_arrangement,Unplugged recording is deliberately distinct from the iconic studio version.,"""a-ha"" ""Take on Me - MTV Unplugged"" official",2,92SGEe8l2Ng,https://www.youtube.com/watch?v=92SGEe8l2Ng,Take On Me (MTV Unplugged),a-ha,a-ha,254.0,13555952,ART_TRACK_TOPIC,0.588235,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_016,Take on Me - MTV Unplugged,a-ha,Summer Solstice,245.733,2017,live | acoustic | radically_different_arrangement,Unplugged recording is deliberately distinct from the iconic studio version.,"""a-ha"" ""Take on Me - MTV Unplugged"" official",3,jg5mXCCbd0U,https://www.youtube.com/watch?v=jg5mXCCbd0U,Take On Me (MTV Unplugged / Edit),a-ha,a-ha,223.0,4200726,ART_TRACK_TOPIC,0.588235,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_016,Take on Me - MTV Unplugged,a-ha,Summer Solstice,245.733,2017,live | acoustic | radically_different_arrangement,Unplugged recording is deliberately distinct from the iconic studio version.,"""a-ha"" ""Take on Me - MTV Unplugged"" official",4,Z1b-ITPXmdY,https://www.youtube.com/watch?v=Z1b-ITPXmdY,a-ha ➡️  Take On Me  (Unplugged)ᴴᴰ,Rewind ‘80s-‘90s,Rewind ‘80s-‘90s,214.0,78305,OTHER,0.571429,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_016,Take on Me - MTV Unplugged,a-ha,Summer Solstice,245.733,2017,live | acoustic | radically_different_arrangement,Unplugged recording is deliberately distinct from the iconic studio version.,"""a-ha"" ""Take on Me - MTV Unplugged"" official",5,m7VvOziBbT8,https://www.youtube.com/watch?v=m7VvOziBbT8,'Take On Me' (MTV Unplugged),a-ha,a-ha,30.0,760316,OTHER,0.588235,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_017,Dreams - 2004 Remaster,Fleetwood Mac,Rumours,257.8,2004,remaster | older_recording,Specific remaster marker may be missing from otherwise compatible uploads.,"""Fleetwood Mac"" ""Dreams - 2004 Remaster"" official",1,5oWyMakvQew,https://www.youtube.com/watch?v=5oWyMakvQew,Dreams (2004 Remaster),Fleetwood Mac,Fleetwood Mac,258.0,230001699,ART_TRACK_TOPIC,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_017,Dreams - 2004 Remaster,Fleetwood Mac,Rumours,257.8,2004,remaster | older_recording,Specific remaster marker may be missing from otherwise compatible uploads.,"""Fleetwood Mac"" ""Dreams - 2004 Remaster"" official",2,Y3ywicffOj4,https://www.youtube.com/watch?v=Y3ywicffOj4,Fleetwood Mac - Dreams (Official Music Video) [4K],Fleetwood Mac,Fleetwood Mac,264.0,91426787,OFFICIAL_MUSIC_VIDEO,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_017,Dreams - 2004 Remaster,Fleetwood Mac,Rumours,257.8,2004,remaster | older_recording,Specific remaster marker may be missing from otherwise compatible uploads.,"""Fleetwood Mac"" ""Dreams - 2004 Remaster"" official",3,swJOIjjW69U,https://www.youtube.com/watch?v=swJOIjjW69U,Dreams (2004 Remaster),Fleetwood Mac,Fleetwood Mac,258.0,351571636,ART_TRACK_TOPIC,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_017,Dreams - 2004 Remaster,Fleetwood Mac,Rumours,257.8,2004,remaster | older_recording,Specific remaster marker may be missing from otherwise compatible uploads.,"""Fleetwood Mac"" ""Dreams - 2004 Remaster"" official",4,4ceYRvXZuBE,https://www.youtube.com/watch?v=4ceYRvXZuBE,Fleetwood Mac - Dreams (HQ),Hits Of The Music,Hits Of The Music,258.0,6752,OTHER,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_017,Dreams - 2004 Remaster,Fleetwood Mac,Rumours,257.8,2004,remaster | older_recording,Specific remaster marker may be missing from otherwise compatible uploads.,"""Fleetwood Mac"" ""Dreams - 2004 Remaster"" official",5,PgagPdVM7bk,https://www.youtube.com/watch?v=PgagPdVM7bk,Fleetwood Mac - Dreams (Official Audio),Fleetwood Mac,Fleetwood Mac,258.0,56300117,OFFICIAL_AUDIO,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_018,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love,300.84,2018,remaster | parentheses | older_recording,Long parenthetical core title plus explicit remaster year stresses parsing.,"""Kate Bush"" ""Running Up That Hill (A Deal With God) - 2018 Remaster"" official",1,HYwNM1t9ltI,https://www.youtube.com/watch?v=HYwNM1t9ltI,Running Up That Hill (A Deal With God) (2018 Remaster),KateBushMusic,KateBushMusic,301.0,19116632,ART_TRACK_TOPIC,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_018,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love,300.84,2018,remaster | parentheses | older_recording,Long parenthetical core title plus explicit remaster year stresses parsing.,"""Kate Bush"" ""Running Up That Hill (A Deal With God) - 2018 Remaster"" official",2,D1Fw6CbGAX4,https://www.youtube.com/watch?v=D1Fw6CbGAX4,Running Up That Hill (A Deal With God),KateBushMusic,KateBushMusic,299.0,121624859,ART_TRACK_TOPIC,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_018,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love,300.84,2018,remaster | parentheses | older_recording,Long parenthetical core title plus explicit remaster year stresses parsing.,"""Kate Bush"" ""Running Up That Hill (A Deal With God) - 2018 Remaster"" official",3,Cj5zLX63_4c,https://www.youtube.com/watch?v=Cj5zLX63_4c,Kate Bush - Running Up That Hill (A Deal With God) (Audio),The Sensual World of Kate Bush,The Sensual World of Kate Bush,301.0,22544,OTHER,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_018,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love,300.84,2018,remaster | parentheses | older_recording,Long parenthetical core title plus explicit remaster year stresses parsing.,"""Kate Bush"" ""Running Up That Hill (A Deal With God) - 2018 Remaster"" official",4,2pdkKo-Cj5Y,https://www.youtube.com/watch?v=2pdkKo-Cj5Y,Kate Bush - Running Up That Hill (Music Video) | Max's Song | Stranger Things Season 4 Soundtrack MV,The Wizard,The Wizard,293.0,16194313,OFFICIAL_MUSIC_VIDEO,0.444444,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_018,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,Hounds of Love,300.84,2018,remaster | parentheses | older_recording,Long parenthetical core title plus explicit remaster year stresses parsing.,"""Kate Bush"" ""Running Up That Hill (A Deal With God) - 2018 Remaster"" official",5,wynsPAalArE,https://www.youtube.com/watch?v=wynsPAalArE,"Kate Bush -- ""Running Up That Hill (A Deal With God)"" (2018 remaster)",Scott Smith,Scott Smith,309.0,112,OTHER,0.800000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_019,Blue Monday '88 - 2015 Remaster,New Order,Singles,248.853,2015,remaster | alternate_mix | punctuation,The 1988 version and remaster year are both meaningful identity evidence.,"""New Order"" ""Blue Monday '88 - 2015 Remaster"" official",1,46ZIiCYxccA,https://www.youtube.com/watch?v=46ZIiCYxccA,Blue Monday '88 (2015 Remaster),New Order,New Order,252.0,3311798,ART_TRACK_TOPIC,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_019,Blue Monday '88 - 2015 Remaster,New Order,Singles,248.853,2015,remaster | alternate_mix | punctuation,The 1988 version and remaster year are both meaningful identity evidence.,"""New Order"" ""Blue Monday '88 - 2015 Remaster"" official",2,ShjjS8Kev4U,https://www.youtube.com/watch?v=ShjjS8Kev4U,New Order - Blue Monday '88 (7'' Version) [2015 Remastered Version],Just Mme,Just Mme,260.0,45009,OTHER,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_019,Blue Monday '88 - 2015 Remaster,New Order,Singles,248.853,2015,remaster | alternate_mix | punctuation,The 1988 version and remaster year are both meaningful identity evidence.,"""New Order"" ""Blue Monday '88 - 2015 Remaster"" official",3,YOSl6FT5OkY,https://www.youtube.com/watch?v=YOSl6FT5OkY,"New Order - Blue Monday 88 (Official Video), Full HD (Digitally Remastered and Upscaled)",Enhanced Music Videos,Enhanced Music Videos,246.0,3380,OFFICIAL_MUSIC_VIDEO,0.777778,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_019,Blue Monday '88 - 2015 Remaster,New Order,Singles,248.853,2015,remaster | alternate_mix | punctuation,The 1988 version and remaster year are both meaningful identity evidence.,"""New Order"" ""Blue Monday '88 - 2015 Remaster"" official",4,OsTahpjMQDM,https://www.youtube.com/watch?v=OsTahpjMQDM,New Order  -  Blue Monday '88 (HQ) (HD) mp3,discoboogie hdmp3,discoboogie hdmp3,221.0,571,OTHER,0.875000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_019,Blue Monday '88 - 2015 Remaster,New Order,Singles,248.853,2015,remaster | alternate_mix | punctuation,The 1988 version and remaster year are both meaningful identity evidence.,"""New Order"" ""Blue Monday '88 - 2015 Remaster"" official",5,DPQI0H-CZDE,https://www.youtube.com/watch?v=DPQI0H-CZDE,"Blue Monday ('88) (12"" Version)",New Order,New Order,428.0,415196,ART_TRACK_TOPIC,0.880000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_020,Smells Like Teen Spirit - Remastered 2021,Nirvana,Nevermind (30th Anniversary),301.92,2021,remaster | many_covers,Popular catalog recording with many covers and remaster title ordering variation.,"""Nirvana"" ""Smells Like Teen Spirit - Remastered 2021"" official",1,haJXClyz6II,https://www.youtube.com/watch?v=haJXClyz6II,NIRVANA - Smells Like Teen Spirit (Remastered 2021) (HQ),Trikohm Audio,Trikohm Audio,301.0,315684,OTHER,1.000000,remaster=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_020,Smells Like Teen Spirit - Remastered 2021,Nirvana,Nevermind (30th Anniversary),301.92,2021,remaster | many_covers,Popular catalog recording with many covers and remaster title ordering variation.,"""Nirvana"" ""Smells Like Teen Spirit - Remastered 2021"" official",2,_FtTXM63wN0,https://www.youtube.com/watch?v=_FtTXM63wN0,"NIRVANA - ""SMELLS LIKE TEEN SPIRIT"" - REMASTERED HQ AUDIO* / 4K VIDEO",NoName,NoName,326.0,619,OTHER,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_020,Smells Like Teen Spirit - Remastered 2021,Nirvana,Nevermind (30th Anniversary),301.92,2021,remaster | many_covers,Popular catalog recording with many covers and remaster title ordering variation.,"""Nirvana"" ""Smells Like Teen Spirit - Remastered 2021"" official",3,ehoM8CQrkao,https://www.youtube.com/watch?v=ehoM8CQrkao,Nirvana - Smells Like Teen Spirit (Remastered),Forest Hill,Forest Hill,302.0,642,OTHER,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_020,Smells Like Teen Spirit - Remastered 2021,Nirvana,Nevermind (30th Anniversary),301.92,2021,remaster | many_covers,Popular catalog recording with many covers and remaster title ordering variation.,"""Nirvana"" ""Smells Like Teen Spirit - Remastered 2021"" official",4,0zECaCDpgJE,https://www.youtube.com/watch?v=0zECaCDpgJE,Nirvana - Smells Like Teen Spirit (AI UPSCALED 4K 60FPS),Ultimate Upscaled Video,Ultimate Upscaled Video,279.0,76113,OTHER,1.000000,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_020,Smells Like Teen Spirit - Remastered 2021,Nirvana,Nevermind (30th Anniversary),301.92,2021,remaster | many_covers,Popular catalog recording with many covers and remaster title ordering variation.,"""Nirvana"" ""Smells Like Teen Spirit - Remastered 2021"" official",5,ERDELSJ7xAs,https://www.youtube.com/watch?v=ERDELSJ7xAs,Nirvana - Smells Like Teen Spirit. Hi Res Audio played in 4k. Highest audio quality possible on YT,Dec's Hi-Res Music Hall of Fame,Dec's Hi-Res Music Hall of Fame,302.0,6620,OTHER,0.422018,remaster=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_021,Love Story (Taylor's Version),Taylor Swift,Fearless (Taylor's Version),235.766,2021,taylors_version | rerecording,Re-recording must not silently resolve to the earlier master.,"""Taylor Swift"" ""Love Story (Taylor's Version)"" official",1,aXzVF3XeS8M,https://www.youtube.com/watch?v=aXzVF3XeS8M,Taylor Swift - Love Story (Taylor’s Version) [Official Lyric Video],Taylor Swift,Taylor Swift,241.0,87326600,LYRIC_VIDEO,1.000000,rerecording=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_021,Love Story (Taylor's Version),Taylor Swift,Fearless (Taylor's Version),235.766,2021,taylors_version | rerecording,Re-recording must not silently resolve to the earlier master.,"""Taylor Swift"" ""Love Story (Taylor's Version)"" official",2,26rLLPVaxuk,https://www.youtube.com/watch?v=26rLLPVaxuk,Taylor Swift - Love Story (Taylor’s Version) (Lyrics),Hade Music,Hade Music,238.0,2344862,LYRIC_VIDEO,1.000000,rerecording=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_021,Love Story (Taylor's Version),Taylor Swift,Fearless (Taylor's Version),235.766,2021,taylors_version | rerecording,Re-recording must not silently resolve to the earlier master.,"""Taylor Swift"" ""Love Story (Taylor's Version)"" official",3,aGgnOChmbCo,https://www.youtube.com/watch?v=aGgnOChmbCo,Taylor Swift - Love Story (Taylor’s Version) (Official HD Audio),MOTW - music of the world,MOTW - music of the world,236.0,14694,OTHER,1.000000,rerecording=ABSENT,true,,,,
