event_id,trial_id,rater_id,choice,note,submitted_at,supersedes_event_id
vote_5f63e6f8649cdeb11aed625c,s2b_f5c65d68f0ed5cbeb42f7ad4,lenny,B,,1787779906,
vote_01b6525480c823f365edd007,s2b_f5f79a51a8f0c1cf6a8a3cd3,lenny,B,,1787779943,
vote_397966cc72c683f711dd40ba,s2b_f6c8bab27f2646870037a7e8,lenny,B,,1787779950,
vote_375ef75c8ff1ec17dc388d53,s2b_f85fd3dd263cef72efa6b319,lenny,Tie,,1787779956,
vote_55a59ae90fbfb0205d199955,s2b_f939186aba5baae8d1c38925,lenny,B,,1787779964,
vote_d09b7307eedb4442fb00c9d5,s2b_f97f3b3dd6ad29d622066079,lenny,A,a and b are both close but a is closer,1787779979,
vote_107078dcf9be29f0f58c0541,s2b_f9cc0b8ba97fbb02c406670f,lenny,Tie,,1787780011,
vote_bfd0b8fed26dc2c82614eac4,s2b_fb15ffc52051fa625789807a,lenny,B,,1787780021,
vote_9f868058c547a9fc3a1d717a,s2b_fc938b11deb9d022b8359a2b,lenny,Tie,,1787780025,
vote_c5d03793c4986828d67d9507,s2b_fcef2d8eb71763db90da232a,lenny,B,a and b are not similar in sound to q but similar in vibe since q is animal sounds and b is jungle sounds where a has a similar vibe but is more msuci based,1787780108,
vote_028eb416ea1af07a080d6c32,s2b_fdece5c2f6352bfdec9b7981,lenny,Neither,unsure,1787780126,
vote_67434e7412a6d1bf4c44f2bd,s2b_fed0ad6e7e5c506141cf787c,lenny,B,,1787780145,
vote_ff4b48273d3db6b7a87ed179,s2b_ff66aa961ee09beec88fb9ba,lenny,A,a is slightly closer but all 3 are very close,1787780171,
