pair_id,pilot_a,pilot_b,spotify_a,spotify_b,song_a,song_b,human_playlist_rating,rating_status,original_c_similarity,c_status,shared_families,shared_styles,primary_family_a,primary_family_b,primary_style_a,primary_style_b,vocal_role_a,vocal_role_b,arrangement_a,arrangement_b,texture_a,texture_b,sections_a,sections_b,certainty_a,certainty_b,qualitative_implication
0aa794e09694a930d66efcee,A04,A05,7hFW5IN7mQ99PuO86r38Sf,5sEeuhYWHNczuPKek1zJeG,She loves the color green and I love her — City Girl,Tea Time — Disvstxr,,UNRATED_UNKNOWN,0.6616814136505127,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]","[""chillhop"", ""lofi_hip_hop""]",hip_hop_rap,hip_hop_rap,lofi_hip_hop,lofi_hip_hop,instrumental,sung_led,beat_or_instrumental,beat_or_instrumental,"[""hazy"", ""electronic"", ""sample_based""]","[""sample_based"", ""hazy""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
4f4703bf5b25a0aa3f3d7db9,A04,A06,7hFW5IN7mQ99PuO86r38Sf,4LaZ8RpIP6DIgN73bXQVlO,She loves the color green and I love her — City Girl,GET IT — keshi,,UNRATED_UNKNOWN,0.640150249004364,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,hip_hop_rap,lofi_hip_hop,melodic_trap,instrumental,mixed_rap_and_singing,beat_or_instrumental,balanced,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
456b09e84d89ec964b88d3a7,A04,A07,7hFW5IN7mQ99PuO86r38Sf,7fBv7CLKzipRk6EC6TWHOB,She loves the color green and I love her — City Girl,The Hills — The Weeknd,,UNRATED_UNKNOWN,0.6323939561843872,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,hyperpop,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
8c32f08fe8d1e5936453a163,A04,A08,7hFW5IN7mQ99PuO86r38Sf,7F6PtLP6fJPVtA1FWVkl8K,She loves the color green and I love her — City Girl,Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.48606976866722107,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""hazy"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
d6304c1233a38a8dd4cb8089,A04,A09,7hFW5IN7mQ99PuO86r38Sf,74X2u8JMVooG2QbjRxXwR8,She loves the color green and I love her — City Girl,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.4675663411617279,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""clean"", ""layered"", ""electronic""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
09b14cc92ea8dc383f8b9322,A04,A10,7hFW5IN7mQ99PuO86r38Sf,65FftemJ1DbbZ45DUfHJXE,She loves the color green and I love her — City Girl,OMG — NewJeans,,UNRATED_UNKNOWN,0.3703951835632324,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,pop_rnb,instrumental,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""electronic"", ""sample_based""]","[""clean"", ""electronic"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
06ad8027719f2c7734075acf,A04,C01,7hFW5IN7mQ99PuO86r38Sf,00njeQb198Lm7Jge2Rsrlg,She loves the color green and I love her — City Girl,"Saturation in Delay, Love in Anger — City Girl, tiffi",,OLDER_HOLISTIC_ONLY_EXCLUDED,0.7811594605445862,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,pop,lofi_hip_hop,hyperpop,instrumental,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
f890fbc8f2232f13fb8d39c0,A04,C02,7hFW5IN7mQ99PuO86r38Sf,6pWqlKm9ugucgKNldCLigX,She loves the color green and I love her — City Girl,"Sit Around — City Girl, tiffi",,UNRATED_UNKNOWN,0.7267788648605347,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,pop_rnb,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""sample_based"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
3ca25fc44691f476d3426b97,A04,C03,7hFW5IN7mQ99PuO86r38Sf,2js0td9w2MzNUVPlMKYOEs,She loves the color green and I love her — City Girl,risk — lace,,OLDER_HOLISTIC_ONLY_EXCLUDED,0.6195276975631714,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""hazy"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
401b7c02cf11e83209429e78,A04,C04,7hFW5IN7mQ99PuO86r38Sf,1ON9XudZFxwu43tQXBszIX,She loves the color green and I love her — City Girl,boys dont cry — sysmint,,UNRATED_UNKNOWN,0.2732098698616028,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,digicore,instrumental,sung_led,beat_or_instrumental,balanced,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
1450d5bdf1b7090ed49d6752,A04,C05,7hFW5IN7mQ99PuO86r38Sf,6wm3t4VpTxSFfOUgTMlHZM,She loves the color green and I love her — City Girl,The Peace — underscores,,UNRATED_UNKNOWN,0.26032501459121704,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,contemporary_rnb,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""sample_based"", ""electronic"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
2857b8104062d4c0c22da249,A04,C06,7hFW5IN7mQ99PuO86r38Sf,7fXYFuCTmNrYRGwEUUf5iz,She loves the color green and I love her — City Girl,Die Right Here — david hugo,,UNRATED_UNKNOWN,0.3357008099555969,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,instrumental,sung_led,beat_or_instrumental,lead_vocal,"[""hazy"", ""electronic"", ""sample_based""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
33848297c1d058bea85ba4f8,A05,A06,5sEeuhYWHNczuPKek1zJeG,4LaZ8RpIP6DIgN73bXQVlO,Tea Time — Disvstxr,GET IT — keshi,3,PLAYLIST_COMPATIBILITY_V1,0.7361983060836792,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,hip_hop_rap,lofi_hip_hop,melodic_trap,sung_led,mixed_rap_and_singing,beat_or_instrumental,balanced,"[""sample_based"", ""hazy""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
cc0bc83291d4a1219fb1c0e2,A05,A07,5sEeuhYWHNczuPKek1zJeG,7fBv7CLKzipRk6EC6TWHOB,Tea Time — Disvstxr,The Hills — The Weeknd,,UNRATED_UNKNOWN,0.7212266325950623,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,hyperpop,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
de147d2d575d4da8d00e8671,A05,A08,5sEeuhYWHNczuPKek1zJeG,7F6PtLP6fJPVtA1FWVkl8K,Tea Time — Disvstxr,Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.48818662762641907,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""electronic"", ""hazy"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
d591e6c341a16202660ef8b4,A05,A09,5sEeuhYWHNczuPKek1zJeG,74X2u8JMVooG2QbjRxXwR8,Tea Time — Disvstxr,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.6099404096603394,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""clean"", ""layered"", ""electronic""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
6a739c27c3e64def0fee2cd6,A05,A10,5sEeuhYWHNczuPKek1zJeG,65FftemJ1DbbZ45DUfHJXE,Tea Time — Disvstxr,OMG — NewJeans,,UNRATED_UNKNOWN,0.5728915333747864,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,pop_rnb,sung_led,sung_led,beat_or_instrumental,balanced,"[""sample_based"", ""hazy""]","[""clean"", ""electronic"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
6e2e1c9abae1fc6f7ae86a11,A05,C01,5sEeuhYWHNczuPKek1zJeG,00njeQb198Lm7Jge2Rsrlg,Tea Time — Disvstxr,"Saturation in Delay, Love in Anger — City Girl, tiffi",5,PLAYLIST_COMPATIBILITY_V1,0.7905222773551941,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,pop,lofi_hip_hop,hyperpop,sung_led,sung_led,beat_or_instrumental,balanced,"[""sample_based"", ""hazy""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",conflict
94d833dd57e4e892f631c779,A05,C02,5sEeuhYWHNczuPKek1zJeG,6pWqlKm9ugucgKNldCLigX,Tea Time — Disvstxr,"Sit Around — City Girl, tiffi",4,PLAYLIST_COMPATIBILITY_V1,0.6931704878807068,FROZEN_C_AVAILABLE,"[""hip_hop_rap""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,pop_rnb,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""sample_based"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",conflict
e25ae8555b1c235a6bc2dc4a,A05,C03,5sEeuhYWHNczuPKek1zJeG,2js0td9w2MzNUVPlMKYOEs,Tea Time — Disvstxr,risk — lace,,UNRATED_UNKNOWN,0.551045835018158,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,alternative_rnb,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""electronic"", ""hazy"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
4f5df3fe9c0823e189ba4b93,A05,C04,5sEeuhYWHNczuPKek1zJeG,1ON9XudZFxwu43tQXBszIX,Tea Time — Disvstxr,boys dont cry — sysmint,,UNRATED_UNKNOWN,0.43545225262641907,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap""]",[],hip_hop_rap,electronic,lofi_hip_hop,digicore,sung_led,sung_led,beat_or_instrumental,balanced,"[""sample_based"", ""hazy""]","[""electronic"", ""distorted"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
5b0c9a2a95711b40c92f6376,A05,C05,5sEeuhYWHNczuPKek1zJeG,6wm3t4VpTxSFfOUgTMlHZM,Tea Time — Disvstxr,The Peace — underscores,,UNRATED_UNKNOWN,0.4067836403846741,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,rnb_soul,lofi_hip_hop,contemporary_rnb,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""sample_based"", ""electronic"", ""clean""]",mostly_consistent,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
b3e427066afa392c619b3fcf,A05,C06,5sEeuhYWHNczuPKek1zJeG,7fXYFuCTmNrYRGwEUUf5iz,Tea Time — Disvstxr,Die Right Here — david hugo,,UNRATED_UNKNOWN,0.5248244404792786,FROZEN_C_AVAILABLE,"[""electronic""]",[],hip_hop_rap,pop,lofi_hip_hop,dance_pop,sung_led,sung_led,beat_or_instrumental,lead_vocal,"[""sample_based"", ""hazy""]","[""electronic"", ""clean"", ""layered""]",mostly_consistent,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
6c1029fd7909ebbde2a327ea,A06,A07,4LaZ8RpIP6DIgN73bXQVlO,7fBv7CLKzipRk6EC6TWHOB,GET IT — keshi,The Hills — The Weeknd,,OLDER_HOLISTIC_ONLY_EXCLUDED,0.8284721970558167,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap"", ""pop""]","[""trap""]",hip_hop_rap,electronic,melodic_trap,hyperpop,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
74f13c2c6d3ed3941081b8f5,A06,A08,4LaZ8RpIP6DIgN73bXQVlO,7F6PtLP6fJPVtA1FWVkl8K,GET IT — keshi,Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.5934761166572571,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,rnb_soul,melodic_trap,alternative_rnb,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""hazy"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
7c8685136f05b96411c827b1,A06,A09,4LaZ8RpIP6DIgN73bXQVlO,74X2u8JMVooG2QbjRxXwR8,GET IT — keshi,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.6915619373321533,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,pop,melodic_trap,dance_pop,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""clean"", ""layered"", ""electronic""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
1e2839227ea82c4ab5a6ce57,A06,A10,4LaZ8RpIP6DIgN73bXQVlO,65FftemJ1DbbZ45DUfHJXE,GET IT — keshi,OMG — NewJeans,,UNRATED_UNKNOWN,0.629326581954956,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,pop,melodic_trap,pop_rnb,mixed_rap_and_singing,sung_led,balanced,balanced,"[""electronic"", ""clean"", ""layered""]","[""clean"", ""electronic"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
e32193a16a94489a4dcb13bf,A06,C01,4LaZ8RpIP6DIgN73bXQVlO,00njeQb198Lm7Jge2Rsrlg,GET IT — keshi,"Saturation in Delay, Love in Anger — City Girl, tiffi",2,PLAYLIST_COMPATIBILITY_V1,0.7027162909507751,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap"", ""pop""]","[""electropop""]",hip_hop_rap,pop,melodic_trap,hyperpop,mixed_rap_and_singing,sung_led,balanced,balanced,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",conflict
5e8482752b09b8d77160dc71,A06,C02,4LaZ8RpIP6DIgN73bXQVlO,6pWqlKm9ugucgKNldCLigX,GET IT — keshi,"Sit Around — City Girl, tiffi",,UNRATED_UNKNOWN,0.6532499194145203,FROZEN_C_AVAILABLE,"[""hip_hop_rap"", ""pop""]",[],hip_hop_rap,rnb_soul,melodic_trap,pop_rnb,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""sample_based"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
dff3e69c7a9b3bb16a4acfc3,A06,C03,4LaZ8RpIP6DIgN73bXQVlO,2js0td9w2MzNUVPlMKYOEs,GET IT — keshi,risk — lace,,UNRATED_UNKNOWN,0.51592618227005,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,rnb_soul,melodic_trap,alternative_rnb,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""hazy"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
a5de82d228586f830050fb1b,A06,C04,4LaZ8RpIP6DIgN73bXQVlO,1ON9XudZFxwu43tQXBszIX,GET IT — keshi,boys dont cry — sysmint,,OLDER_HOLISTIC_ONLY_EXCLUDED,0.6335647702217102,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap"", ""pop""]",[],hip_hop_rap,electronic,melodic_trap,digicore,mixed_rap_and_singing,sung_led,balanced,balanced,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
46fe695c5534f5c7be332e2f,A06,C05,4LaZ8RpIP6DIgN73bXQVlO,6wm3t4VpTxSFfOUgTMlHZM,GET IT — keshi,The Peace — underscores,,UNRATED_UNKNOWN,0.5485122203826904,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,rnb_soul,melodic_trap,contemporary_rnb,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""sample_based"", ""electronic"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
f73faa014653287151be45f5,A06,C06,4LaZ8RpIP6DIgN73bXQVlO,7fXYFuCTmNrYRGwEUUf5iz,GET IT — keshi,Die Right Here — david hugo,,UNRATED_UNKNOWN,0.5654906034469604,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],hip_hop_rap,pop,melodic_trap,dance_pop,mixed_rap_and_singing,sung_led,balanced,lead_vocal,"[""electronic"", ""clean"", ""layered""]","[""electronic"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
5d2e0dcd5a8577f936ff2e55,A07,A08,7fBv7CLKzipRk6EC6TWHOB,7F6PtLP6fJPVtA1FWVkl8K,The Hills — The Weeknd,Shouldn't Be — Luke Chiang,,UNRATED_UNKNOWN,0.6439443230628967,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,rnb_soul,hyperpop,alternative_rnb,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""electronic"", ""hazy"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
96c3deb9db6525a85093c1f8,A07,A09,7fBv7CLKzipRk6EC6TWHOB,74X2u8JMVooG2QbjRxXwR8,The Hills — The Weeknd,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.6395837664604187,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,pop,hyperpop,dance_pop,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""clean"", ""layered"", ""electronic""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
e305bc9b10abc2a85ff48f27,A07,A10,7fBv7CLKzipRk6EC6TWHOB,65FftemJ1DbbZ45DUfHJXE,The Hills — The Weeknd,OMG — NewJeans,,UNRATED_UNKNOWN,0.6098894476890564,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,pop,hyperpop,pop_rnb,sung_led,sung_led,lead_vocal,balanced,"[""electronic"", ""distorted"", ""layered""]","[""clean"", ""electronic"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
e8f567c66443fa539dba1f39,A07,C01,7fBv7CLKzipRk6EC6TWHOB,00njeQb198Lm7Jge2Rsrlg,The Hills — The Weeknd,"Saturation in Delay, Love in Anger — City Girl, tiffi",,UNRATED_UNKNOWN,0.7107461094856262,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap"", ""pop""]","[""digicore"", ""hyperpop""]",electronic,pop,hyperpop,hyperpop,sung_led,sung_led,lead_vocal,balanced,"[""electronic"", ""distorted"", ""layered""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
2117e75eac0d9d48d9d21c00,A07,C02,7fBv7CLKzipRk6EC6TWHOB,6pWqlKm9ugucgKNldCLigX,The Hills — The Weeknd,"Sit Around — City Girl, tiffi",,UNRATED_UNKNOWN,0.7717616558074951,FROZEN_C_AVAILABLE,"[""hip_hop_rap"", ""pop""]",[],electronic,rnb_soul,hyperpop,pop_rnb,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""sample_based"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
7970931bd3892784e790e71c,A07,C03,7fBv7CLKzipRk6EC6TWHOB,2js0td9w2MzNUVPlMKYOEs,The Hills — The Weeknd,risk — lace,,UNRATED_UNKNOWN,0.6768404245376587,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,rnb_soul,hyperpop,alternative_rnb,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""electronic"", ""hazy"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
930b027f31f0b07c14d37632,A07,C04,7fBv7CLKzipRk6EC6TWHOB,1ON9XudZFxwu43tQXBszIX,The Hills — The Weeknd,boys dont cry — sysmint,,OLDER_HOLISTIC_ONLY_EXCLUDED,0.6566611528396606,FROZEN_C_AVAILABLE,"[""electronic"", ""hip_hop_rap"", ""pop""]","[""digicore"", ""hyperpop""]",electronic,electronic,hyperpop,digicore,sung_led,sung_led,lead_vocal,balanced,"[""electronic"", ""distorted"", ""layered""]","[""electronic"", ""distorted"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
042a052f6cdbf443656f6bce,A07,C05,7fBv7CLKzipRk6EC6TWHOB,6wm3t4VpTxSFfOUgTMlHZM,The Hills — The Weeknd,The Peace — underscores,,UNRATED_UNKNOWN,0.5484580993652344,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,rnb_soul,hyperpop,contemporary_rnb,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""sample_based"", ""electronic"", ""clean""]",contrasting_sections,mostly_consistent,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""tentative""}",no information
ee0edd2881f54a98293e5a7c,A07,C06,7fBv7CLKzipRk6EC6TWHOB,7fXYFuCTmNrYRGwEUUf5iz,The Hills — The Weeknd,Die Right Here — david hugo,,UNRATED_UNKNOWN,0.5948659181594849,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],electronic,pop,hyperpop,dance_pop,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""distorted"", ""layered""]","[""electronic"", ""clean"", ""layered""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
d689e50caf7909eee6c8c507,A08,A09,7F6PtLP6fJPVtA1FWVkl8K,74X2u8JMVooG2QbjRxXwR8,Shouldn't Be — Luke Chiang,Perfect Night — LE SSERAFIM,,UNRATED_UNKNOWN,0.4286843240261078,FROZEN_C_AVAILABLE,"[""electronic"", ""pop""]",[],rnb_soul,pop,alternative_rnb,dance_pop,sung_led,sung_led,lead_vocal,lead_vocal,"[""electronic"", ""hazy"", ""layered""]","[""clean"", ""layered"", ""electronic""]",contrasting_sections,contrasting_sections,"{""family"": ""clear"", ""style"": ""clear""}","{""family"": ""clear"", ""style"": ""clear""}",no information
