review_schema_version,benchmark_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,search_query,youtube_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,candidate_review_label,candidate_note,track_note
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_018,0irGItjpiw28u0O0vDRURt,Bedtime Story,Nana Ou-Yang,Live Today,265.048,2022,Bedtime Story Nana Ou-Yang,1,R_JSEf4geTw,https://www.youtube.com/watch?v=R_JSEf4geTw,歐陽娜娜《Bedtime Story》Official Music Video | NanaOuyang,歐陽娜娜Nana OuYang,歐陽娜娜Nana OuYang,278.0,194723,開始訂閱我的頻道SUBSCRIBE➔ https://goo.gl/aiVwBD 「Tell me a story that it all will be fine. 」 Social media Instagram ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_018,0irGItjpiw28u0O0vDRURt,Bedtime Story,Nana Ou-Yang,Live Today,265.048,2022,Bedtime Story Nana Ou-Yang,2,gHOhgbi2S4I,https://www.youtube.com/watch?v=gHOhgbi2S4I,歐陽娜娜《Bedtime Story》官方歌詞版Lyrics Video | Nana Ouyang Original English Album,歐陽娜娜Nana OuYang,歐陽娜娜Nana OuYang,269.0,144343,開始訂閱我的頻道SUBSCRIBE➔ https://goo.gl/aiVwBD 作词：欧阳娜娜NanaOuyang/ Wyatt Sanders/Gingerbread 作曲：欧阳娜 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_018,0irGItjpiw28u0O0vDRURt,Bedtime Story,Nana Ou-Yang,Live Today,265.048,2022,Bedtime Story Nana Ou-Yang,3,VPbQFnyGTYU,https://www.youtube.com/watch?v=VPbQFnyGTYU,Nana Ou-yang - Bedtime Story (lyrics),Lindsey🌷,Lindsey🌷,264.0,83,,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_019,519u9IFzH2ze0ZdG1zyG4U,Innocence,Sem0r,Innocence,111.081,2018,Innocence Sem0r,1,79hzjmKAoQM,https://www.youtube.com/watch?v=79hzjmKAoQM,sem0r - innocence,the bootleg boy,the bootleg boy,112.0,107617,'innocence' by sem0r Lofi/Chill Beats sem0r https://soundcloud.com/sem0r ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_019,519u9IFzH2ze0ZdG1zyG4U,Innocence,Sem0r,Innocence,111.081,2018,Innocence Sem0r,2,g6OW7akg2xo,https://www.youtube.com/watch?v=g6OW7akg2xo,Sem0r – Innocence,Aviencloud,Aviencloud,112.0,114931,"Aviencloud – Taking you to a better place • Sem0r - Innocence [LoFi Hip Hop] • Open me senpai and support the music artist, ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_019,519u9IFzH2ze0ZdG1zyG4U,Innocence,Sem0r,Innocence,111.081,2018,Innocence Sem0r,3,p6HWqEED0Vg,https://www.youtube.com/watch?v=p6HWqEED0Vg,sem0r - innocence,Oblivion,Oblivion,112.0,3778,sem0r https://soundcloud.com/sem0r https://open.spotify.com/artist/5kKtBm0XgwJnI8oudcaupR Oblivion Youtube ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_020,6PUtUVzOu0Wj6RvoJKini9,odds,NIKI,wanna take this downtown?,183.271,2019,odds NIKI,1,IrBv8eQt1sY,https://www.youtube.com/watch?v=IrBv8eQt1sY,odds,NIKI,NIKI,184.0,261411,Provided to YouTube by The Orchard Enterprises odds · NIKI · Nicole Zefanya wanna take this downtown? ℗ 2019 88rising ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_020,6PUtUVzOu0Wj6RvoJKini9,odds,NIKI,wanna take this downtown?,183.271,2019,odds NIKI,2,ZNws8YaQ7S4,https://www.youtube.com/watch?v=ZNws8YaQ7S4,/ odds - NIKI (Lyrics) /,Skairia,Skairia,184.0,626456,"grasp the wisps DISCLAIMER: No copyright infringement intended. All rights belong to their respected owners, NIKI and 88rising.",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_020,6PUtUVzOu0Wj6RvoJKini9,odds,NIKI,wanna take this downtown?,183.271,2019,odds NIKI,3,bGbgjgI5gIM,https://www.youtube.com/watch?v=bGbgjgI5gIM,odds,NIKI,NIKI,184.0,5694,Provided to YouTube by The Orchard Enterprises odds · NIKI · Nicole Zefanya wanna take this downtown? ℗ 2019 88rising ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_021,7oQqeRSV38YqkRv2UGvmbS,WE GO,fromis_9,9 WAY TICKET,175.946,2021,WE GO fromis_9,1,HM6UpQZvbhY,https://www.youtube.com/watch?v=HM6UpQZvbhY,프로미스나인 (fromis_9) 'WE GO' M/V,Official fromis_9,Official fromis_9,202.0,28044011,"프로미스나인 (fromis_9) 'WE GO' M/V 프로미스나인이 끝을 알 수 없는 힘든 상황 속, 답답한 일상에서 벗어나 새롭고 특별한 방식의 ...",IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_021,7oQqeRSV38YqkRv2UGvmbS,WE GO,fromis_9,9 WAY TICKET,175.946,2021,WE GO fromis_9,2,8uOBj0pINT8,https://www.youtube.com/watch?v=8uOBj0pINT8,프로미스나인 (fromis_9) 'WE GO' Performance Video,Official fromis_9,Official fromis_9,177.0,26649613,프로미스나인 (fromis_9) 'WE GO' Performance Video #프로미스나인 #fromis_9 ▷Official Twitter : https://twitter.com/realfromis_9 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_021,7oQqeRSV38YqkRv2UGvmbS,WE GO,fromis_9,9 WAY TICKET,175.946,2021,WE GO fromis_9,3,sWyZMFmTfQs,https://www.youtube.com/watch?v=sWyZMFmTfQs,fromis_9 (프로미스나인) - WE GO Lyrics (Han/Rom/Eng/Color Coded/Lyrics/가사) | bingsoosh,bingsoosh,bingsoosh,176.0,2624051,FROMIS_9 #WE_GO #9WAY_TICKET Watch with 720p for HD experience Subscribe if you haven't Thank you for watching!,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_022,2PUCyydqpoJWjRBDRT5XSg,food court,potsu,just friends,135.862,2018,food court potsu,1,QuPkWL_YZtY,https://www.youtube.com/watch?v=QuPkWL_YZtY,potsu - food court,sunset boy,sunset boy,138.0,2751193,Follow Potsu https://soundcloud.com/potsupotsu Anime: Tamako Market Follow sunset boy ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_022,2PUCyydqpoJWjRBDRT5XSg,food court,potsu,just friends,135.862,2018,food court potsu,2,qdmN4rZbzVY,https://www.youtube.com/watch?v=qdmN4rZbzVY,food court,potsu,potsu,136.0,808117,Provided to YouTube by Too Lost food court · potsu just friends ℗ 2018 potsu recordings Released on: 2018-07-17 Main Artist: ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_022,2PUCyydqpoJWjRBDRT5XSg,food court,potsu,just friends,135.862,2018,food court potsu,3,4aqSQrZH7II,https://www.youtube.com/watch?v=4aqSQrZH7II,food court,potsu,potsu,136.0,161244,Provided to YouTube by Too Lost LLC food court · potsu just friends ℗ potsu Released on: 2018-07-17 Composer: potsu ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_023,6rzXElsp81yWcDmWf9lBTd,I've Changed for You,Kina | Madson Project.,I've Changed for You,196.414,2018,I've Changed for You Kina,1,PrFrS5HmPB0,https://www.youtube.com/watch?v=PrFrS5HmPB0,Kina - i've changed for you (feat. Madson Project.),Kina,Kina,197.0,361326,listen on spotify: https://open.spotify.com/album/15r5StzLJ1BnralQ5U7rAe?si=JaUMPzS2R42cMlkDGVYi3A itunes/apple music: ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_023,6rzXElsp81yWcDmWf9lBTd,I've Changed for You,Kina | Madson Project.,I've Changed for You,196.414,2018,I've Changed for You Kina,2,-6cSfGyLFPY,https://www.youtube.com/watch?v=-6cSfGyLFPY,Kina - i've changed for you (feat. Madson Project.),MrSuicideSheep,MrSuicideSheep,197.0,593533,Kina - i've changed for you (feat. Madson Project.) ⬙ FAVOURITES ON SPOTIFY ⬙ ⇥ http://mrsuicidesheep.com/favourites i've ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_023,6rzXElsp81yWcDmWf9lBTd,I've Changed for You,Kina | Madson Project.,I've Changed for You,196.414,2018,I've Changed for You Kina,3,ihWOupKANC4,https://www.youtube.com/watch?v=ihWOupKANC4,I've Changed (feat. Keyshia Cole),Jaheim - Topic,Jaheim - Topic,214.0,16292435,Provided to YouTube by Atlantic Records I've Changed (feat. Keyshia Cole) · Jaheim The Makings of a Man ℗ 2007 Atlantic ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_024,6dMnsLoJPFfXIxcsDqjGiZ,over u,keshi,over u,179.777,2017,over u keshi,1,4i0cOpcM1xU,https://www.youtube.com/watch?v=4i0cOpcM1xU,over u,keshi,keshi,180.0,1380443,Provided to YouTube by Repost Network over u · keshi over u ℗ Casey Luong Released on: 2018-12-21 Auto-generated by ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_024,6dMnsLoJPFfXIxcsDqjGiZ,over u,keshi,over u,179.777,2017,over u keshi,2,o4hVAo4ldWQ,https://www.youtube.com/watch?v=o4hVAo4ldWQ,keshi - over u (Lyrics),Sleepy Wolf,Sleepy Wolf,181.0,16689,keshi - over u (Lyrics) over u by keshi available now: ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_024,6dMnsLoJPFfXIxcsDqjGiZ,over u,keshi,over u,179.777,2017,over u keshi,3,jETj4IGnfdQ,https://www.youtube.com/watch?v=jETj4IGnfdQ,Keshi - Over u (Sub. Español),BrosZZ,BrosZZ,181.0,14149,"Keshi - Over u lyrics: Moving on, never feel the same Nothing seems to cover all the pain Baby I've been trying but you can't Hear ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_025,6eAXXP4dIbWPLS3BzscuW7,A Little Bit Colder,stream_error,Stream_error,112.0,2018,A Little Bit Colder stream_error,1,H47BENm_j5o,https://www.youtube.com/watch?v=H47BENm_j5o,stream_error - a little bit colder,mae mae,mae mae,93.0,81,stream_error - a little bit colder Support stream_error: https://soundcloud.com/stream_error https://streamerror.bandcamp.com/ ...,UNCERTAIN,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_025,6eAXXP4dIbWPLS3BzscuW7,A Little Bit Colder,stream_error,Stream_error,112.0,2018,A Little Bit Colder stream_error,2,AfuHfWNAigA,https://www.youtube.com/watch?v=AfuHfWNAigA,stream_error - a little bit colder [lyrics],The Sad Hour Club,The Sad Hour Club,113.0,2777,Follow me on social media https://www.instagram.com/sadhourmusic/ Image Link: https://unsplash.com/photos/10W9ZoSKTGY ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_025,6eAXXP4dIbWPLS3BzscuW7,A Little Bit Colder,stream_error,Stream_error,112.0,2018,A Little Bit Colder stream_error,3,bvumfg58TzU,https://www.youtube.com/watch?v=bvumfg58TzU,stream_error  - a little bit colder,Lophee Culture,Lophee Culture,113.0,3253,"""a little bit colder"" by stream_error ▻stream_error social media: SoundCloud » (https://soundcloud.com/stream_error) Youtube ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_026,1mh5s6XJ3RLJBRPErACsHW,This Love,DAVICHI,Descendants Of The Sun Pt.3 (Original Television Soundtrack),225.171,2016,This Love DAVICHI,1,5C4eagr-pSE,https://www.youtube.com/watch?v=5C4eagr-pSE,Davichi (다비치) - This Love (이 사랑) | Color Coded Lyrics [Han/Rom/Eng],Kyuyang,Kyuyang,226.0,121452,Thanks for watching! Please support us by SUBSCRIBE our channel and LIKE our videos. ...................................... Song Title: This ...,ACCEPTABLE,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_026,1mh5s6XJ3RLJBRPErACsHW,This Love,DAVICHI,Descendants Of The Sun Pt.3 (Original Television Soundtrack),225.171,2016,This Love DAVICHI,2,XyzaMpAVm3s,https://www.youtube.com/watch?v=XyzaMpAVm3s,[MV] DAVICHI(다비치) - This Love(이 사랑) l Descendants of the Sun 태양의 후예 OST,MUSIC&NEW 뮤직앤뉴,MUSIC&NEW 뮤직앤뉴,230.0,300226306,드라마 '태양의 후예(Descendants of The Sun)' OST Part.3 - 이 사랑 (다비치(DAVICHI)) 실력파 여성 듀오 다비치가 참여한 '태양의 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_026,1mh5s6XJ3RLJBRPErACsHW,This Love,DAVICHI,Descendants Of The Sun Pt.3 (Original Television Soundtrack),225.171,2016,This Love DAVICHI,3,04LcmT2rxDI,https://www.youtube.com/watch?v=04LcmT2rxDI,DAVICHI - This love [2016 KBS Song Festival / 2017.01.01],KBS WORLD TV,KBS WORLD TV,227.0,13229212,"Click the ""Caption"" button to activate subtitle! ------------------------------------------------ - MC: Park Bogum, Seolhyun - Guest: LABOUM, ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_027,2FmByq9VHuQ0N7A8KMmQCg,Loveholic's hangover (feat. Sam Kim),BIBI | SAM KIM,Lowlife Princess: Noir,168.155,2022,Loveholic's hangover (feat. Sam Kim) BIBI,1,TAszq3BjTng,https://www.youtube.com/watch?v=TAszq3BjTng,BIBI - Loveholic’s hangover (feat. Sam Kim),88rising,88rising,169.0,421388,LOWLIFE PRINCESS: NOIR OUT NOW - https://BIBI.lnk.to/LowlifePrincess Follow BIBI BIBIBULLET.,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_027,2FmByq9VHuQ0N7A8KMmQCg,Loveholic's hangover (feat. Sam Kim),BIBI | SAM KIM,Lowlife Princess: Noir,168.155,2022,Loveholic's hangover (feat. Sam Kim) BIBI,2,fqjXhxRvImU,https://www.youtube.com/watch?v=fqjXhxRvImU,BIBI (비비) - Loveholic's Hangover (Ft. Sam Kim (샘김)) [Color Coded Lyrics (HAN/ROM/ENG)],Halcyon KLyrics,Halcyon KLyrics,169.0,65091,By: Halcyon The translation may have some inaccuracies. c All Rights Reserved Feel Ghood Music/ 88rising Records We do not ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_027,2FmByq9VHuQ0N7A8KMmQCg,Loveholic's hangover (feat. Sam Kim),BIBI | SAM KIM,Lowlife Princess: Noir,168.155,2022,Loveholic's hangover (feat. Sam Kim) BIBI,3,pDCvALPXBfM,https://www.youtube.com/watch?v=pDCvALPXBfM,BIBI (비비) 'Loveholic's hangover (feat. Sam Kim)' Official Audio,JXS_BP Official,JXS_BP Official,169.0,1634,BIBI • THE 1ST FULL LENGTH-ALBUM [Lowlife Princess: Noir] Released: 18.11.2022 © 2022 Feel Ghood Music/88rising ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_028,22DH8NChecsgPxDjA4pqer,Tough,Quavo | Lana Del Rey,Tough,188.828,2024,Tough Quavo,1,ZkITTCz1mhk,https://www.youtube.com/watch?v=ZkITTCz1mhk,"Quavo, Lana Del Rey - Tough (Official Video)",Quavo Huncho,Quavo Huncho,212.0,28911566,"Stream ""Tough"": https://quavoxldr.lnk.to/tough #Quavo #LanaDelRey #Tough Directed by Wyatt Spain Winfrey, Quavo & Lana Del ...",IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_028,22DH8NChecsgPxDjA4pqer,Tough,Quavo | Lana Del Rey,Tough,188.828,2024,Tough Quavo,2,FeeVnBhQwZE,https://www.youtube.com/watch?v=FeeVnBhQwZE,"Quavo, Lana Del Rey - Tough (Lyrics)",Vibe Music,Vibe Music,190.0,768307,"Quavo, Lana Del Rey - Tough Stream/Download: (Lyrics): [Chorus: Lana Del Rey] Tough like the scuff on a pair of old leather ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_028,22DH8NChecsgPxDjA4pqer,Tough,Quavo | Lana Del Rey,Tough,188.828,2024,Tough Quavo,3,R2hgq8j6ETY,https://www.youtube.com/watch?v=R2hgq8j6ETY,"Quavo, Lana Del Rey - Tough (Visualizer)",Lana Del Rey,Lana Del Rey,189.0,4291123,"'Tough' Out Now - https://quavoxldr.lnk.to/toughID Directed by Quavo Spain Winfrey, Quavo & Lana Del Rey Edited by Lucas ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_029,49CeyCugXaZV05J82ejVQh,Irony,LE SSERAFIM,"'PUREFLOW', Pt. 1",144.0,2026,Irony LE SSERAFIM,1,YZFGv-LPDBU,https://www.youtube.com/watch?v=YZFGv-LPDBU,Irony,LE SSERAFIM,LE SSERAFIM,144.0,1995453,Provided to YouTube by SOURCE MUSIC Irony · LE SSERAFIM 'PUREFLOW' pt.1 ℗ SOURCE MUSIC Released on: 2026-05-22 ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_029,49CeyCugXaZV05J82ejVQh,Irony,LE SSERAFIM,"'PUREFLOW', Pt. 1",144.0,2026,Irony LE SSERAFIM,2,fsYCvJYQSr8,https://www.youtube.com/watch?v=fsYCvJYQSr8,'Irony' Stage Cam @ 2026 LE SSERAFIM TOUR 'PUREFLOW' IN INCHEON,LE SSERAFIM,LE SSERAFIM,166.0,460640,LE_SSERAFIM #르세라핌 공식 채널 #LE_SSERAFIM #르세라핌 OFFICIAL CHANNEL Listen 'PUREFLOW' pt.1 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_029,49CeyCugXaZV05J82ejVQh,Irony,LE SSERAFIM,"'PUREFLOW', Pt. 1",144.0,2026,Irony LE SSERAFIM,3,ps04pfBQnCg,https://www.youtube.com/watch?v=ps04pfBQnCg,LE SSERAFIM 'Irony' Lyrics (르세라핌 Irony 가사) [Color Coded Han_Rom_Eng] | ShadowByYoongi,ShadowByYoongi,ShadowByYoongi,148.0,123337,All Rights Administered by HYBE Labels / SOURCE MUSIC Artist: LE SSERAFIM (르세라핌) Song: Irony Album: 2nd Full ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_030,4g7hiqTP5eXt75XU5WSMMA,LIKEY,TWICE,twicetagram,207.824,2017,LIKEY TWICE,1,V2hlQkVJZhE,https://www.youtube.com/watch?v=V2hlQkVJZhE,"TWICE ""LIKEY"" M/V",JYP Entertainment,JYP Entertainment,222.0,664607266,"TWICE(트와이스) ""LIKEY"" M/V The 5th Mini Album ""What is Love?"" Spotify https://goo.gl/jVLYYY iTunes & Apple Music ...",IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_030,4g7hiqTP5eXt75XU5WSMMA,LIKEY,TWICE,twicetagram,207.824,2017,LIKEY TWICE,2,Dqn65yZYswI,https://www.youtube.com/watch?v=Dqn65yZYswI,TWICE (트와이스) - LIKEY [HAN|ROM|ENG Color Coded Lyrics],krystalized,krystalized,208.0,26610756,Have a request / questions? ASK ME! askfm → http://www.ask.fm/jungkelystal Twitter → http://twitter.com/woejins Color : Red ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_030,4g7hiqTP5eXt75XU5WSMMA,LIKEY,TWICE,twicetagram,207.824,2017,LIKEY TWICE,3,bUrQbt1jR4A,https://www.youtube.com/watch?v=bUrQbt1jR4A,[TWICE - LIKEY] Comeback Stage | M COUNTDOWN 171102 EP.547,Mnet K-POP,Mnet K-POP,238.0,25495103,KPOP Chart Show M COUNTDOWN | EP.547 - TWICE - LIKEY ▷Watch more video clips: http://bit.ly/MCOUNTDOWN-KPOP2017 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_031,52qof5uEYA0TV0EpR7jNxs,You,aespa,Drama - The 4th Mini Album,203.306,2023,You aespa,1,sYwQdtW5x3U,https://www.youtube.com/watch?v=sYwQdtW5x3U,aespa (에스파) - 'YOU' Lyrics [Color Coded_Han_Rom_Eng],Zaty Farhani,Zaty Farhani,204.0,166450,By - Zaty Farhani Translation by lyricsfa Thanks for watching! Please LIKE and SHARE this video! Don't forget to SUBSCRIBE our ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_031,52qof5uEYA0TV0EpR7jNxs,You,aespa,Drama - The 4th Mini Album,203.306,2023,You aespa,2,ug6y1mQbr8s,https://www.youtube.com/watch?v=ug6y1mQbr8s,aespa 'You' (Official Audio),aespa,aespa,204.0,1372895,"aespa's 4th Mini Album ""Drama"" is out! Listen and download on your favorite platform: https://aespa.lnk.to/DramaMiniAlbum ...",,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_031,52qof5uEYA0TV0EpR7jNxs,You,aespa,Drama - The 4th Mini Album,203.306,2023,You aespa,3,zGIQ-j-FQ9o,https://www.youtube.com/watch?v=zGIQ-j-FQ9o,aespa 에스파 'You' MV,prvroom,prvroom,202.0,14339,aespa #æspa #에스파 #Drama #aespaDrama #aespaYou #SYNK_PARALLELLINE #aespaLIVETOUR2024 ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_032,2zehvIUiHhHyZuIIqkizR0,Goddess of the Hollow,City Girl,Goddess of the Hollow,248.45,2020,Goddess of the Hollow City Girl,1,6K5vlOSh_uU,https://www.youtube.com/watch?v=6K5vlOSh_uU,city girl | goddess of the hollow [full album],City Girl,City Girl,1888.0,455644,Digital Download: https://city-girl.bandcamp.com/album/goddess-of-the-hollow tracklist: Goddess of the Hollow - 0:00 Pray (feat.,WRONG,,https://youtu.be/b5mhUs326BQ?si=w9STSb0lsT7RoTj5 the first result for me is this
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_032,2zehvIUiHhHyZuIIqkizR0,Goddess of the Hollow,City Girl,Goddess of the Hollow,248.45,2020,Goddess of the Hollow City Girl,2,b5mhUs326BQ,https://www.youtube.com/watch?v=b5mhUs326BQ,Goddess of the Hollow,City Girl,City Girl,249.0,1174239,Provided to YouTube by DistroKid Goddess of the Hollow · City Girl Goddess of the Hollow ℗ City Girl Records Released on: ...,IDEAL,,https://youtu.be/b5mhUs326BQ?si=w9STSb0lsT7RoTj5 the first result for me is this
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_032,2zehvIUiHhHyZuIIqkizR0,Goddess of the Hollow,City Girl,Goddess of the Hollow,248.45,2020,Goddess of the Hollow City Girl,3,nxKLU7dwVIY,https://www.youtube.com/watch?v=nxKLU7dwVIY,City Girl - Goddess of the Hollow,Lofi Hub Records,Lofi Hub Records,249.0,119411,Goddess of the Hollow performed by City Girl Listen to more great Lofi music here: ...,,,https://youtu.be/b5mhUs326BQ?si=w9STSb0lsT7RoTj5 the first result for me is this
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_033,3pf5M9sxSecmhjT9gMPwe9,Like That,keshi,Requiem,180.106,2024,Like That keshi,1,zIrtq7VlJtg,https://www.youtube.com/watch?v=zIrtq7VlJtg,keshi - Like That (Official Visualizer),keshi,keshi,179.0,2173604,"Listen to Requiem, out now https://keshi.lnk.to/Requiem Shop merch now: https://keshi.lnk.to/officialstore Follow keshi: Instagram: ...",IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_033,3pf5M9sxSecmhjT9gMPwe9,Like That,keshi,Requiem,180.106,2024,Like That keshi,2,cqHOQmpDd7I,https://www.youtube.com/watch?v=cqHOQmpDd7I,keshi 'Like That' Lyrics (케시 Like That 가사) [Color Coded_Eng] | ShadowByYoongi,ShadowByYoongi,ShadowByYoongi,181.0,46411,All Rights Administered by Island Records Artist: keshi Song: Like That Album: 2nd Album 'REQUIEM' #ShadowByYoongi ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_033,3pf5M9sxSecmhjT9gMPwe9,Like That,keshi,Requiem,180.106,2024,Like That keshi,3,VTUQMpzijXE,https://www.youtube.com/watch?v=VTUQMpzijXE,keshi - like that [Lyrics / AMV],Biteki びてき,Biteki びてき,181.0,64340,Spotify Playlists : https://bitekivibes.com/#playlists Discord (Join the community ): https://discord.gg/j6mm2MX Submit your ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_034,5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,AM,243.131,2013,No. 1 Party Anthem Arctic Monkeys,1,mGUjVbsYG6E,https://www.youtube.com/watch?v=mGUjVbsYG6E,No. 1 Party Anthem,Official Arctic Monkeys,Official Arctic Monkeys,244.0,155305359,Provided to YouTube by Domino No. 1 Party Anthem · Arctic Monkeys AM ℗ 2013 Domino Recording Co Ltd Released on: ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_034,5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,AM,243.131,2013,No. 1 Party Anthem Arctic Monkeys,2,dtr8sYswtKM,https://www.youtube.com/watch?v=dtr8sYswtKM,Arctic Monkeys - No. 1 Party Anthem,LatinHype,LatinHype,244.0,26136005,No. 1 Party AnthemArctic Monkeys - No. 1 Party Anthem » Descargar: » Apoyo Arctic Monkeys: ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_034,5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,AM,243.131,2013,No. 1 Party Anthem Arctic Monkeys,3,m-_2MhQpmMk,https://www.youtube.com/watch?v=m-_2MhQpmMk,Arctic Monkeys - No.1 Party Anthem,Rodrigo Lima,Rodrigo Lima,244.0,3948628,album AM (2013) track 6 01 - Do I Wanna Know?: https://www.youtube.com/watch?v=rB6mXBWrPXY 02 - R U Mine?,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_035,2IMPPA9UZpqTnnVIy9lDHU,Love Me Back,fromis_9,"Love Me Back (From ""Operation: True Love"")",186.293,2023,Love Me Back fromis_9,1,EE8655GDT9k,https://www.youtube.com/watch?v=EE8655GDT9k,Love Me Back,fromis_9,fromis_9,187.0,19188907,Provided to YouTube by NHN BUGS Love Me Back · 프로미스나인 Love Me Back (작전명 순정 X 프로미스나인) ℗ 모스트콘텐츠 ...,IDEAL,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_035,2IMPPA9UZpqTnnVIy9lDHU,Love Me Back,fromis_9,"Love Me Back (From ""Operation: True Love"")",186.293,2023,Love Me Back fromis_9,2,5UxpUqJQZDI,https://www.youtube.com/watch?v=5UxpUqJQZDI,fromis_9 (프로미스나인) - Love Me Back (Color Coded Han/Rom/Eng),your 마음,your 마음,193.0,824343,All Rights are Administered by NHN BUGS Corporation (모스트콘텐츠). • Artist: fromis_9 • 아티스트 : 프로미스나인 • Songs ...,,,
stage5b2-youtube-prior-human-review-v1,stage5b_youtube_prior_v1_035,2IMPPA9UZpqTnnVIy9lDHU,Love Me Back,fromis_9,"Love Me Back (From ""Operation: True Love"")",186.293,2023,Love Me Back fromis_9,3,_L2caLNqvJw,https://www.youtube.com/watch?v=_L2caLNqvJw,[F/MV] fromis_9-Love me Back M/V,밤냠,밤냠,185.0,18734,"프로미스나인의 대한 악의적인 댓글❌ 이 계정 소유자는 수익장출 의도가 전혀 없음을 알립니다. 인사드리겠습니다. 둘, 셋! (이제는 ...",,,
