review_schema_version,pair_id,query_spotify_id,neighbor_spotify_id,neighbor_rank,clap_similarity,muq_similarity,combined_similarity,human_label,human_note,review_timestamp
stage5c2-human-similarity-review-v2,da67b7467b52d8d4d295f3de,6ZGqVXaJmhbYAK2DF8mWRR,0ASYuzPsTBA6ZmIsuvNZby,5,0.760013802,0.710787936,0.746097559,5,they are the same song just different edits on it ,2026-09-04T23:42:21.572821+00:00
stage5c2-human-similarity-review-v2,c98965716f449b34af8067a3,0WJxkgYXRoOxFb4Vq3Ddmg,1DaXVM8npVKa2AQBrYz4xS,1,0.835818804,0.875444636,0.847021100,5,,2026-09-04T23:43:27.997397+00:00
stage5c2-human-similarity-review-v2,1918a465ccd590e5080be326,0WJxkgYXRoOxFb4Vq3Ddmg,6JjD8b5nYnwJ3zxYZ16rKg,2,0.868072552,0.792313504,0.846655329,4,,2026-09-04T23:43:31.396798+00:00
stage5c2-human-similarity-review-v2,8201d366487daa5177b4b2c3,0WJxkgYXRoOxFb4Vq3Ddmg,2BFAfMIblG0RZeAvlmLC81,3,0.840806487,0.779339097,0.823429542,4,,2026-09-04T23:43:34.740119+00:00
stage5c2-human-similarity-review-v2,d375c6d250b5923fa010727c,0WJxkgYXRoOxFb4Vq3Ddmg,0ASYuzPsTBA6ZmIsuvNZby,4,0.820534135,0.780090683,0.809100696,5,,2026-09-04T23:43:38.073499+00:00
stage5c2-human-similarity-review-v2,374cc9116c3695371b4ce989,0WJxkgYXRoOxFb4Vq3Ddmg,00njeQb198Lm7Jge2Rsrlg,5,0.804176288,0.809085090,0.805564015,4,,2026-09-04T23:43:42.164930+00:00
stage5c2-human-similarity-review-v2,856f9531d791de2f98f649d3,2YO6ZDPdQFkrOa6YYceEN4,7F6PtLP6fJPVtA1FWVkl8K,1,0.908658070,0.785925906,0.873961460,5,,2026-09-04T23:43:56.507761+00:00
stage5c2-human-similarity-review-v2,64c03cc52fcade99dc8257c5,2YO6ZDPdQFkrOa6YYceEN4,1VAtYkKvDenA1KypImlZIY,2,0.804448051,0.833591901,0.812687071,5,,2026-09-04T23:45:48.870762+00:00
stage5c2-human-similarity-review-v2,9d0f926cf63527b976539a19,2YO6ZDPdQFkrOa6YYceEN4,30NAF18yQGvwKrbn1IEMKn,3,0.824803996,0.729126484,0.797755787,3,,2026-09-04T23:45:51.729263+00:00
stage5c2-human-similarity-review-v2,bb403c5f2777e7c4b8486471,2YO6ZDPdQFkrOa6YYceEN4,23V5SeHanwL6PlqyJ99dH8,4,0.839759796,0.667132595,0.790957767,3,,2026-09-04T23:45:57.811108+00:00
stage5c2-human-similarity-review-v2,d8ae7776fcd9062e29cac2a4,2YO6ZDPdQFkrOa6YYceEN4,4P1L6AniTDJzANaubzWGYs,5,0.791082854,0.766588930,0.784158376,3,,2026-09-04T23:46:02.892916+00:00
stage5c2-human-similarity-review-v2,efba70d48b4259b0390389f7,6B9HXnRzmokTTxZNdV5T48,3X45Wd5yRNoe2twmyc5CvO,1,0.838590414,0.911680975,0.859253251,5,,2026-09-04T23:46:17.443405+00:00
stage5c2-human-similarity-review-v2,0a98ba8bb05e54104b14656a,6B9HXnRzmokTTxZNdV5T48,2BFAfMIblG0RZeAvlmLC81,2,0.847943942,0.782240663,0.829369504,4,,2026-09-04T23:46:19.331023+00:00
stage5c2-human-similarity-review-v2,78882d4b4caab4839b0f7ae0,6B9HXnRzmokTTxZNdV5T48,2g0LdZQce9xlcHb1mBJyuz,3,0.826531815,0.820804392,0.824912662,3,,2026-09-04T23:46:20.726317+00:00
stage5c2-human-similarity-review-v2,6dd1acd0767261ed7d88dbd7,6B9HXnRzmokTTxZNdV5T48,3fzeNQfannmBQWGecQZ93s,4,0.833397750,0.799951595,0.823942460,4,,2026-09-04T23:46:24.761584+00:00
stage5c2-human-similarity-review-v2,0188cc274b7b0b6019392c18,6B9HXnRzmokTTxZNdV5T48,2yQY2IzeQtUKanVo78Fg23,5,0.800246817,0.873526567,0.820963137,3,,2026-09-04T23:46:30.763482+00:00
stage5c2-human-similarity-review-v2,f6ae64aac57d49de375c4d32,7LFwi4RolcCPnVEXXXVfQP,1aKvZDoLGkNMxoRYgkckZG,1,0.857363917,0.839785898,0.852394579,5,,2026-09-04T23:46:49.732260+00:00
stage5c2-human-similarity-review-v2,c67f5d126f0b57903f51c502,7LFwi4RolcCPnVEXXXVfQP,0JJeoiCAa1hwcBsPxBN2w4,2,0.802152183,0.787475105,0.798002946,4,,2026-09-04T23:47:39.925008+00:00
stage5c2-human-similarity-review-v2,b9b18396c634f830fed40f4b,7LFwi4RolcCPnVEXXXVfQP,1CwmoUvvRyhiwqhMfvbB4K,3,0.815860950,0.752435577,0.797930480,4,,2026-09-04T23:47:52.696909+00:00
stage5c2-human-similarity-review-v2,f859d871c57a3e5b2ad428c4,7LFwi4RolcCPnVEXXXVfQP,5h6c3ArwadWdEny5yXUPOt,4,0.791216447,0.777804953,0.787424993,4,,2026-09-04T23:48:00.328206+00:00
stage5c2-human-similarity-review-v2,09357e4758d38ed30227d7a8,7LFwi4RolcCPnVEXXXVfQP,7fXYFuCTmNrYRGwEUUf5iz,5,0.763453197,0.834688301,0.783591492,2,,2026-09-04T23:48:11.208583+00:00
stage5c2-human-similarity-review-v2,d9e4237274f1db1e9bb45654,65FftemJ1DbbZ45DUfHJXE,1AHtqWqufKsgBmdNEi1WVO,1,0.918136774,0.858428559,0.901257151,4,,2026-09-04T23:18:10.860987+00:00
stage5c2-human-similarity-review-v2,3a1742af81db2a2290e4427d,65FftemJ1DbbZ45DUfHJXE,1aKvZDoLGkNMxoRYgkckZG,2,0.897434072,0.854528905,0.885304702,5,,2026-09-04T23:48:23.195767+00:00
stage5c2-human-similarity-review-v2,ad3bd2417a9281ce36a12af2,65FftemJ1DbbZ45DUfHJXE,6zKX91EvxRHr42ZiZ5C9kN,3,0.867639784,0.912816253,0.880411255,4,,2026-09-04T23:48:25.396401+00:00
stage5c2-human-similarity-review-v2,71e79345b420cacb1729ce89,65FftemJ1DbbZ45DUfHJXE,3uOeutrLztSX6lU0b0et3B,4,0.880561681,0.872726892,0.878346772,4,,2026-09-04T23:48:32.099282+00:00
stage5c2-human-similarity-review-v2,07fd4e70a7bb3588743ba5bb,65FftemJ1DbbZ45DUfHJXE,7fXYFuCTmNrYRGwEUUf5iz,5,0.856601373,0.878798415,0.862876517,2,,2026-09-04T23:48:34.976810+00:00
stage5c2-human-similarity-review-v2,f1d5771dd25a6272501a2811,02CCi0N3pMK4Rjxq5e6UmE,6JjD8b5nYnwJ3zxYZ16rKg,1,0.840919617,0.842593439,0.841392810,4,,2026-09-04T23:53:04.201767+00:00
stage5c2-human-similarity-review-v2,42d8ec5eafa1ea69632a0df0,02CCi0N3pMK4Rjxq5e6UmE,6ZGqVXaJmhbYAK2DF8mWRR,2,0.773272498,0.796857789,0.779940103,4,,2026-09-04T23:41:44.571660+00:00
stage5c2-human-similarity-review-v2,231fc75c0d1c694262d075fb,02CCi0N3pMK4Rjxq5e6UmE,2BFAfMIblG0RZeAvlmLC81,3,0.735717756,0.887096342,0.778512762,4,,2026-09-04T23:53:08.946037+00:00
stage5c2-human-similarity-review-v2,62c789763481db354e687e79,02CCi0N3pMK4Rjxq5e6UmE,0WJxkgYXRoOxFb4Vq3Ddmg,4,0.786853019,0.735561864,0.772352915,5,,2026-09-04T23:53:16.587484+00:00
stage5c2-human-similarity-review-v2,efcabe1eec28ab0462762d91,02CCi0N3pMK4Rjxq5e6UmE,4yNhVidUIAtKPT72PrZuLP,5,0.764185973,0.741721050,0.757835097,4,,2026-09-04T23:53:19.620033+00:00
stage5c2-human-similarity-review-v2,5455701fe44927f775ff2ffe,6nef0wHkelfKqNVHAtzJbR,30NAF18yQGvwKrbn1IEMKn,1,0.825131914,0.814225352,0.822048609,5,,2026-09-04T22:32:12.193814+00:00
stage5c2-human-similarity-review-v2,9f2b83c03dce20534e09e125,6nef0wHkelfKqNVHAtzJbR,7fXYFuCTmNrYRGwEUUf5iz,2,0.769530168,0.862293112,0.795754424,4,,2026-09-04T23:53:28.475524+00:00
stage5c2-human-similarity-review-v2,2025f46c0faac2788162e736,6nef0wHkelfKqNVHAtzJbR,23V5SeHanwL6PlqyJ99dH8,3,0.791872599,0.805557108,0.795741235,3,,2026-09-04T23:53:30.734981+00:00
stage5c2-human-similarity-review-v2,35da38cd0685a93408bbe61b,6nef0wHkelfKqNVHAtzJbR,1IIcy1TpuiAT6S206OjYvC,4,0.761288365,0.853416314,0.787333106,4,,2026-09-04T23:53:40.535381+00:00
stage5c2-human-similarity-review-v2,08038ce5bf6072dc70db8e27,6nef0wHkelfKqNVHAtzJbR,06EL94D0TA27Ik0Ke5usbj,5,0.737189573,0.861493528,0.772330531,4,,2026-09-04T23:53:46.075326+00:00
stage5c2-human-similarity-review-v2,6ce64b007cf5a48f65c66ac2,1IIcy1TpuiAT6S206OjYvC,3X45Wd5yRNoe2twmyc5CvO,1,0.800338853,0.865766445,0.818835354,4,,2026-09-04T23:54:49.847507+00:00
stage5c2-human-similarity-review-v2,8759d0929d453fb19a8af707,1IIcy1TpuiAT6S206OjYvC,00njeQb198Lm7Jge2Rsrlg,2,0.765860194,0.911481848,0.807027705,3,,2026-09-04T23:54:54.654100+00:00
stage5c2-human-similarity-review-v2,937ea648ddff260262767c6d,1IIcy1TpuiAT6S206OjYvC,23V5SeHanwL6PlqyJ99dH8,3,0.773248195,0.876330033,0.802389621,3,,2026-09-04T23:54:58.941738+00:00
stage5c2-human-similarity-review-v2,fb36c7022dbfa47677c19408,1IIcy1TpuiAT6S206OjYvC,2js0td9w2MzNUVPlMKYOEs,4,0.787522776,0.827541029,0.798836010,3,,2026-09-04T23:55:07.834542+00:00
stage5c2-human-similarity-review-v2,921042a2b39f9a2818a66d9b,1IIcy1TpuiAT6S206OjYvC,2yQY2IzeQtUKanVo78Fg23,5,0.767883458,0.845817044,0.789915427,3,,2026-09-04T23:55:12.497534+00:00
stage5c2-human-similarity-review-v2,edc6b334fc13bad367d148fa,1U90UBmMrQTx9GNweUA4LZ,39kzWAiVPpycdMpr745oPj,1,0.843134359,0.818935352,0.836293255,3,,2026-09-04T23:59:03.077251+00:00
stage5c2-human-similarity-review-v2,01f02cd46799e7c0724a0a0e,1U90UBmMrQTx9GNweUA4LZ,4Sk74gcXTe9dnE1HU5Pn1y,2,0.828502113,0.805431056,0.821979882,5,,2026-09-04T23:55:21.574253+00:00
stage5c2-human-similarity-review-v2,510e81d8de30aa85083d48c1,1U90UBmMrQTx9GNweUA4LZ,5VGDusp81Ed3T9xACRw5Os,3,0.786918982,0.786620378,0.786834566,4,,2026-09-04T23:59:06.953768+00:00
stage5c2-human-similarity-review-v2,4395ef6e6ea9982123c9e0a2,1U90UBmMrQTx9GNweUA4LZ,5ngJKkOmjkN460b2ApBnLk,4,0.786586083,0.739613949,0.773306974,3,,2026-09-04T23:59:20.928876+00:00
stage5c2-human-similarity-review-v2,3459ebc6a0e4f98f11c8acdf,1U90UBmMrQTx9GNweUA4LZ,41zXlQxzTi6cGAjpOXyLYH,5,0.769483588,0.767943547,0.769048215,4,,2026-09-04T23:59:18.712101+00:00
stage5c2-human-similarity-review-v2,9eac888f2f824c8f4bc51543,3aFh82SrVntBmW9Lx0Gb7W,3fzeNQfannmBQWGecQZ93s,1,0.838434549,0.707729495,0.801483988,4,,2026-09-04T23:59:35.935771+00:00
stage5c2-human-similarity-review-v2,2493e8c09768eb2f28113e3b,3aFh82SrVntBmW9Lx0Gb7W,2BFAfMIblG0RZeAvlmLC81,2,0.795925847,0.720676697,0.774652773,3,,2026-09-04T23:59:56.996841+00:00
stage5c2-human-similarity-review-v2,fc27f0cc2b76573b1ed78f77,3aFh82SrVntBmW9Lx0Gb7W,53eKx8ec2jDjt1m3VBUCEM,3,0.799200147,0.648627074,0.756632861,2,,2026-09-05T00:00:00.804131+00:00
stage5c2-human-similarity-review-v2,e06de4866398cf69957b19ed,3aFh82SrVntBmW9Lx0Gb7W,6B9HXnRzmokTTxZNdV5T48,4,0.766599616,0.675307147,0.740791066,5,,2026-09-05T00:00:05.704629+00:00
stage5c2-human-similarity-review-v2,7714872efa9d1345c3d7e917,3aFh82SrVntBmW9Lx0Gb7W,2g0LdZQce9xlcHb1mBJyuz,5,0.782920219,0.629314862,0.739495701,3,,2026-09-05T00:00:08.594598+00:00
stage5c2-human-similarity-review-v2,87984974390b973b7ccfdd98,40TJl2hLf6Sr7K1a2SkkVA,2aiVdNIqY5BDCM10fKlKpS,1,0.855424489,0.684191914,0.807016723,4,,2026-09-05T00:24:33.214871+00:00
stage5c2-human-similarity-review-v2,f9a9f6b46366824983af10d2,40TJl2hLf6Sr7K1a2SkkVA,1Y6Ra2erZ6Mru0JOcJBSzK,2,0.795965559,0.808432779,0.799490065,2,,2026-09-05T00:24:37.475819+00:00
stage5c2-human-similarity-review-v2,b3e0e8d6478d06bf10a65255,40TJl2hLf6Sr7K1a2SkkVA,2sXQnT404FrXeSEZkJXfKM,3,0.813439625,0.750488480,0.795643220,5,,2026-09-05T00:24:41.361302+00:00
stage5c2-human-similarity-review-v2,d0619a130a1c00be0fa53dc2,40TJl2hLf6Sr7K1a2SkkVA,2Y4iTaIAamhYPyZcOdfL3g,4,0.778630565,0.780589950,0.779184487,4,,2026-09-05T00:24:44.355642+00:00
stage5c2-human-similarity-review-v2,d5861580297ed194a44abdf6,40TJl2hLf6Sr7K1a2SkkVA,0mjbciwK9zhfQl44jXfQv6,5,0.827864506,0.647126991,0.776769677,4,,2026-09-05T00:24:48.143064+00:00
stage5c2-human-similarity-review-v2,c7225729346e557fe32622e2,6pWqlKm9ugucgKNldCLigX,2BFAfMIblG0RZeAvlmLC81,1,0.856467211,0.793692196,0.838720598,4,,2026-09-05T00:25:02.952565+00:00
stage5c2-human-similarity-review-v2,4e87b4cad923c3008088886d,6pWqlKm9ugucgKNldCLigX,0ASYuzPsTBA6ZmIsuvNZby,2,0.854363552,0.761691120,0.828164884,4,,2026-09-04T22:56:36.724066+00:00
stage5c2-human-similarity-review-v2,94d833dd57e4e892f631c779,6pWqlKm9ugucgKNldCLigX,5sEeuhYWHNczuPKek1zJeG,3,0.844509191,0.780162786,0.826318344,4,,2026-09-05T00:25:09.993916+00:00
stage5c2-human-similarity-review-v2,3c7d29e85db9d32909b6f692,6pWqlKm9ugucgKNldCLigX,7iov2YtUJgLmHXwpYXLcoo,4,0.817100037,0.848964881,0.826108287,3,,2026-09-05T00:25:18.548109+00:00
stage5c2-human-similarity-review-v2,f1463905b0dd3ad45990ea22,6pWqlKm9ugucgKNldCLigX,2aiVdNIqY5BDCM10fKlKpS,5,0.800568906,0.783750913,0.795814428,5,,2026-09-05T00:25:22.980963+00:00
stage5c2-human-similarity-review-v2,98a2512888e2011d8abc02c0,70YbAV2UKPee15B00RbPcT,2BFAfMIblG0RZeAvlmLC81,1,0.882597112,0.820987684,0.865180013,3,,2026-09-05T00:27:19.227157+00:00
stage5c2-human-similarity-review-v2,3df5336ef45edff03e87624e,70YbAV2UKPee15B00RbPcT,7nD9LjsenfCRv4uxy93xhZ,2,0.839216146,0.797422296,0.827400948,4,,2026-09-05T00:27:24.436250+00:00
stage5c2-human-similarity-review-v2,4d43470244b1101e86e7ed0d,70YbAV2UKPee15B00RbPcT,7iov2YtUJgLmHXwpYXLcoo,3,0.868919214,0.708240293,0.823494986,4,,2026-09-05T00:27:29.004644+00:00
stage5c2-human-similarity-review-v2,4436f0c7a01af78f415a2f61,70YbAV2UKPee15B00RbPcT,0ASYuzPsTBA6ZmIsuvNZby,4,0.796344602,0.891795503,0.823328748,3,,2026-09-05T00:27:33.654192+00:00
stage5c2-human-similarity-review-v2,576f83ae38dfb82846d8f1cf,70YbAV2UKPee15B00RbPcT,49iccsmr8Su1SXXwNfFO70,5,0.875915692,0.681667092,0.821001253,4,,2026-09-05T00:27:37.244855+00:00
stage5c2-human-similarity-review-v2,8fe3105a67c2880670d93e7e,5sEeuhYWHNczuPKek1zJeG,1DaXVM8npVKa2AQBrYz4xS,1,0.916151246,0.714701026,0.859200896,5,,2026-09-05T00:27:53.931389+00:00
stage5c2-human-similarity-review-v2,8d9b9fe9a48c1148c4579036,5sEeuhYWHNczuPKek1zJeG,7nD9LjsenfCRv4uxy93xhZ,2,0.887390991,0.778822229,0.856698401,4,,2026-09-05T00:38:05.352931+00:00
stage5c2-human-similarity-review-v2,94d833dd57e4e892f631c779,5sEeuhYWHNczuPKek1zJeG,6pWqlKm9ugucgKNldCLigX,3,0.844509191,0.780162786,0.826318344,4,,2026-09-05T00:25:09.993916+00:00
stage5c2-human-similarity-review-v2,dabb876c73110d330562b6bb,5sEeuhYWHNczuPKek1zJeG,0ASYuzPsTBA6ZmIsuvNZby,4,0.813595298,0.787926908,0.806338796,4,,2026-09-05T00:37:54.384726+00:00
stage5c2-human-similarity-review-v2,fb8f9c9d725b08c343569abf,5sEeuhYWHNczuPKek1zJeG,6kAMaQt8UveeTctekIpUjF,5,0.764796818,0.876334967,0.796328859,4,,2026-09-05T00:37:44.056745+00:00
stage5c2-human-similarity-review-v2,52f15f1d612f0f3406f8e4db,043ryKJlgSnAUzpXnfxU6b,1DaXVM8npVKa2AQBrYz4xS,1,0.837304963,0.815836378,0.831235755,2,,2026-09-05T00:38:36.188758+00:00
stage5c2-human-similarity-review-v2,9edb28f0916d1cd5c99df40e,043ryKJlgSnAUzpXnfxU6b,1IIcy1TpuiAT6S206OjYvC,2,0.792432070,0.771103961,0.786402574,4,,2026-09-05T00:38:21.984752+00:00
stage5c2-human-similarity-review-v2,bb0e7742a680ee9d3d7472ec,043ryKJlgSnAUzpXnfxU6b,6kAMaQt8UveeTctekIpUjF,3,0.780213486,0.743772924,0.769911672,2,,2026-09-05T00:38:26.807748+00:00
stage5c2-human-similarity-review-v2,dc474e4bc5da5fca966763f7,043ryKJlgSnAUzpXnfxU6b,5sEeuhYWHNczuPKek1zJeG,4,0.792751003,0.673710758,0.759098106,2,,2026-09-05T00:38:28.652568+00:00
stage5c2-human-similarity-review-v2,e6b1f80280fe00581f794793,043ryKJlgSnAUzpXnfxU6b,49iccsmr8Su1SXXwNfFO70,5,0.752444554,0.767052416,0.756574224,2,,2026-09-05T00:38:32.407345+00:00
stage5c2-human-similarity-review-v2,b6fe2df9eb5e4d5c3c255593,4P1L6AniTDJzANaubzWGYs,30NAF18yQGvwKrbn1IEMKn,1,0.821240574,0.808568461,0.817658145,1,,2026-09-05T00:39:02.001068+00:00
stage5c2-human-similarity-review-v2,15fc8865d42865ec7d5ba47c,4P1L6AniTDJzANaubzWGYs,0ASYuzPsTBA6ZmIsuvNZby,2,0.823044163,0.752628371,0.803137489,5,,2026-09-05T00:39:09.747769+00:00
stage5c2-human-similarity-review-v2,d8ae7776fcd9062e29cac2a4,4P1L6AniTDJzANaubzWGYs,2YO6ZDPdQFkrOa6YYceEN4,3,0.791082854,0.766588930,0.784158376,3,,2026-09-04T23:46:02.892916+00:00
stage5c2-human-similarity-review-v2,10813b704c7b3cfcf13dc58c,4P1L6AniTDJzANaubzWGYs,5ri8u5RA8e4vGMyMAGXy0p,4,0.776299496,0.762817488,0.772488107,5,,2026-09-05T00:39:14.180941+00:00
stage5c2-human-similarity-review-v2,4e6e081e2b14a398bd439941,4P1L6AniTDJzANaubzWGYs,6pWqlKm9ugucgKNldCLigX,5,0.786293004,0.719334395,0.767363682,4,,2026-09-05T00:39:17.547754+00:00
stage5c2-human-similarity-review-v2,856f9531d791de2f98f649d3,7F6PtLP6fJPVtA1FWVkl8K,2YO6ZDPdQFkrOa6YYceEN4,1,0.908658070,0.785925906,0.873961460,5,,2026-09-04T23:43:56.507761+00:00
stage5c2-human-similarity-review-v2,d10b506227ab6984c93bb9ca,7F6PtLP6fJPVtA1FWVkl8K,5cgy5vMqVZbd8hYutp2txu,2,0.786382446,0.900348181,0.818600770,5,,2026-09-05T00:39:30.732260+00:00
stage5c2-human-similarity-review-v2,cea95963ee2390f62b6d683e,7F6PtLP6fJPVtA1FWVkl8K,30NAF18yQGvwKrbn1IEMKn,3,0.840809290,0.716673571,0.805715892,3,,2026-09-05T00:39:33.750655+00:00
stage5c2-human-similarity-review-v2,38ebfeaba4722daa703eecc4,7F6PtLP6fJPVtA1FWVkl8K,23V5SeHanwL6PlqyJ99dH8,4,0.796065683,0.768945686,0.788398810,3,,2026-09-05T00:39:40.970802+00:00
stage5c2-human-similarity-review-v2,c4b5ce81836c09ae759ec230,7F6PtLP6fJPVtA1FWVkl8K,6nzCvAtyADh0wwZEVMoujK,5,0.812395498,0.649179635,0.766254072,5,,2026-09-05T00:39:44.220240+00:00
stage5c2-human-similarity-review-v2,1bbc372d32ba750bad106ec2,2X71ww8wImSYbw4s0Mr2ur,1Y6Ra2erZ6Mru0JOcJBSzK,1,0.825698279,0.820365486,0.824190688,4,,2026-09-05T00:39:55.834348+00:00
stage5c2-human-similarity-review-v2,10affea5894895c159096beb,2X71ww8wImSYbw4s0Mr2ur,1AHtqWqufKsgBmdNEi1WVO,2,0.803939148,0.735238360,0.784517308,4,,2026-09-05T00:43:21.346347+00:00
stage5c2-human-similarity-review-v2,36e83a0d263e8aaac819084e,2X71ww8wImSYbw4s0Mr2ur,07tiPBhMqiKqHowwqDBtfK,3,0.853639153,0.561566175,0.771069582,4,,2026-09-05T00:43:36.216380+00:00
stage5c2-human-similarity-review-v2,8a2577c7cb2668a5c748cff9,2X71ww8wImSYbw4s0Mr2ur,2Y4iTaIAamhYPyZcOdfL3g,4,0.789662666,0.714865015,0.768517232,2,,2026-09-05T00:43:07.716584+00:00
stage5c2-human-similarity-review-v2,081fc97a11a809f8e1efd53f,2X71ww8wImSYbw4s0Mr2ur,5VGDusp81Ed3T9xACRw5Os,5,0.826972488,0.611859419,0.766159626,3,,2026-09-05T00:43:09.780353+00:00
stage5c2-human-similarity-review-v2,1c66130f845190e21a2d72e7,5aawFqyuCB3K2P8KQvhFVs,0ayK1CJh1cMRjUJRCDWhCd,1,0.885971468,0.815423921,0.866027546,3,,2026-09-05T00:43:49.230346+00:00
stage5c2-human-similarity-review-v2,263ccf67ab469d9462c2081f,5aawFqyuCB3K2P8KQvhFVs,340yvMO5adu3bo1x5Zrw14,2,0.892014764,0.782293893,0.860996471,3,,2026-09-04T22:13:51.871999+00:00
stage5c2-human-similarity-review-v2,682da258f445640a53105c20,5aawFqyuCB3K2P8KQvhFVs,1AHtqWqufKsgBmdNEi1WVO,3,0.864556755,0.822992179,0.852806373,3,,2026-09-05T00:44:10.527071+00:00
stage5c2-human-similarity-review-v2,7ea23a847e9258aa00a1ebe0,5aawFqyuCB3K2P8KQvhFVs,65FftemJ1DbbZ45DUfHJXE,4,0.896753489,0.707182837,0.843161516,4,,2026-09-05T00:44:08.677425+00:00
stage5c2-human-similarity-review-v2,9c95b7b7e0c7f27e4a988039,5aawFqyuCB3K2P8KQvhFVs,6nICBdDevG4NZysIqDFPEa,5,0.858146462,0.794162242,0.840058005,4,,2026-09-05T00:44:02.885203+00:00
stage5c2-human-similarity-review-v2,8716337735b891a7c92a03d1,2Vu2hkPW7LxMHPqoMjSIEJ,4LaZ8RpIP6DIgN73bXQVlO,1,0.761301765,0.747429925,0.757380170,1,,2026-09-05T00:51:50.515160+00:00
stage5c2-human-similarity-review-v2,5fd21bce850339fddbb88a56,2Vu2hkPW7LxMHPqoMjSIEJ,4B8L0sByBRJRUV1Uot2Ebd,2,0.752301488,0.725865001,0.744827844,4,,2026-09-05T00:52:02.515544+00:00
stage5c2-human-similarity-review-v2,fa89066154952a943b98056e,2Vu2hkPW7LxMHPqoMjSIEJ,6B9HXnRzmokTTxZNdV5T48,3,0.714678184,0.745165198,0.723296919,2,,2026-09-05T01:00:20.855884+00:00
stage5c2-human-similarity-review-v2,e74d31dc7fbf72472f729a5b,2Vu2hkPW7LxMHPqoMjSIEJ,53eKx8ec2jDjt1m3VBUCEM,4,0.636467370,0.715233284,0.658734640,4,,2026-09-05T01:21:26.797025+00:00
stage5c2-human-similarity-review-v2,7e67a0ca3cde6ac4212d85e9,2Vu2hkPW7LxMHPqoMjSIEJ,6JjD8b5nYnwJ3zxYZ16rKg,5,0.629315561,0.687825860,0.645856530,3,,2026-09-05T01:21:29.215301+00:00
stage5c2-human-similarity-review-v2,80b79c7a808ac116cb07707f,5ngJKkOmjkN460b2ApBnLk,41zXlQxzTi6cGAjpOXyLYH,1,0.850293645,0.902018775,0.864916435,4,,2026-09-05T01:21:38.212627+00:00
stage5c2-human-similarity-review-v2,55821342ae53e3180441831f,5ngJKkOmjkN460b2ApBnLk,39kzWAiVPpycdMpr745oPj,2,0.852123160,0.837529190,0.847997417,3,,2026-09-05T01:22:38.077503+00:00
stage5c2-human-similarity-review-v2,1916aa5c5f88daf43a21bca1,5ngJKkOmjkN460b2ApBnLk,07tiPBhMqiKqHowwqDBtfK,3,0.808411526,0.788199993,0.802697688,3,,2026-09-05T01:22:39.596195+00:00
stage5c2-human-similarity-review-v2,11c42999ca90ad22e6f6a5ff,5ngJKkOmjkN460b2ApBnLk,1AHtqWqufKsgBmdNEi1WVO,4,0.772173983,0.853096147,0.795050829,4,,2026-09-05T01:22:40.937312+00:00
stage5c2-human-similarity-review-v2,3941a6c598941db69090fb0a,5ngJKkOmjkN460b2ApBnLk,1kuGVB7EU95pJObxwvfwKS,5,0.771267287,0.792593728,0.777296312,3,,2026-09-05T01:22:44.588284+00:00
stage5c2-human-similarity-review-v2,59866cdb29c4f49a71568205,6kAMaQt8UveeTctekIpUjF,0ASYuzPsTBA6ZmIsuvNZby,1,0.836395393,0.832235644,0.835219424,5,,2026-09-04T22:56:23.097132+00:00
stage5c2-human-similarity-review-v2,4def2c78dbbee57463a6cd08,6kAMaQt8UveeTctekIpUjF,7nD9LjsenfCRv4uxy93xhZ,2,0.798563825,0.910606645,0.830238537,3,,2026-09-05T01:35:33.843901+00:00
stage5c2-human-similarity-review-v2,80ebe934c5bae2fbed278d3a,6kAMaQt8UveeTctekIpUjF,1DaXVM8npVKa2AQBrYz4xS,3,0.814011812,0.785735765,0.806018121,4,,2026-09-05T01:35:36.133572+00:00
stage5c2-human-similarity-review-v2,fb8f9c9d725b08c343569abf,6kAMaQt8UveeTctekIpUjF,5sEeuhYWHNczuPKek1zJeG,4,0.764796818,0.876334967,0.796328859,4,,2026-09-05T00:37:44.056745+00:00
stage5c2-human-similarity-review-v2,aa60849697fc55bca76f0357,6kAMaQt8UveeTctekIpUjF,6pWqlKm9ugucgKNldCLigX,5,0.758760470,0.823879260,0.777169672,3,,2026-09-05T01:35:44.602780+00:00
stage5c2-human-similarity-review-v2,643ea554dcc81930c72abacb,1VAtYkKvDenA1KypImlZIY,7iov2YtUJgLmHXwpYXLcoo,1,0.882067817,0.907107755,0.889146654,5,,2026-09-05T04:27:54.567217+00:00
stage5c2-human-similarity-review-v2,133f801c3f662c9f29287fe3,1VAtYkKvDenA1KypImlZIY,6zKX91EvxRHr42ZiZ5C9kN,2,0.850347896,0.800781281,0.836335322,4,,2026-09-05T04:28:06.877918+00:00
stage5c2-human-similarity-review-v2,5fd62e3087f9a4d1b86878e4,1VAtYkKvDenA1KypImlZIY,49iccsmr8Su1SXXwNfFO70,3,0.861911408,0.767986058,0.835358538,4,,2026-09-05T04:27:56.314677+00:00
stage5c2-human-similarity-review-v2,b3579ab4dd7e0418f3a8102d,1VAtYkKvDenA1KypImlZIY,4Sk74gcXTe9dnE1HU5Pn1y,4,0.852547738,0.787589608,0.834183954,4,,2026-09-05T04:27:59.796880+00:00
