review_schema_version,benchmark_id,spotify_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,discovery_mode,query_variant_index,query_artist,search_query,youtube_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,candidate_description,candidate_review_label,candidate_note,track_note
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_017,3Ubi9wmq741iwTtMjYM1kP,Push (Feat. REI (IVE)),JOOHONEY | REI (IVE),Push (Feat. REI (IVE)),178.0,2025,PRIMARY_MULTI_ARTIST,0,,Push (Feat. REI (IVE)) JOOHONEY REI (IVE),2,rS1OYPBk9k0,https://www.youtube.com/watch?v=rS1OYPBk9k0,JOOHONEY 'Push (Feat. REI (IVE))' Recording with REI,MONSTA X,MONSTA X,801.0,71120,"▶More information
MONSTA X Official Community : http://berriz.in/monstax
MONSTA X X (Twitter) : http://www.twitter.com ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_017,3Ubi9wmq741iwTtMjYM1kP,Push (Feat. REI (IVE)),JOOHONEY | REI (IVE),Push (Feat. REI (IVE)),178.0,2025,PRIMARY_MULTI_ARTIST,0,,Push (Feat. REI (IVE)) JOOHONEY REI (IVE),3,Ddi4oIdad9Y,https://www.youtube.com/watch?v=Ddi4oIdad9Y,Just a Cute Little Moment | JOOHONEY 주헌 'Push (Feat. 레이 (IVE))',MONSTA X,MONSTA X,187.0,94804,More information MONSTA X Official Community : http://berriz.in/monstax MONSTA X X (Twitter) ...,UNCERTAIN,Title is a differently presented official-channel clip and metadata is insufficient to confirm the complete requested recording.,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_018,2LqU1NUxxOq3JZQjIeqJfK,Dancing in the Scintillation,Ibrahim,Dancing in the Scintillation,282.697,2017,PRIMARY_MULTI_ARTIST,0,,Dancing in the Scintillation Ibrahim,1,-DxdgA0-Chk,https://www.youtube.com/watch?v=-DxdgA0-Chk,Dancing in the Scintillation,ibrahim,ibrahim,283.0,420434,Provided to YouTube by DistroKid Dancing in the Scintillation · Ibrahim Dancing in the Scintillation ℗ Off The Jump Released on: ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_018,2LqU1NUxxOq3JZQjIeqJfK,Dancing in the Scintillation,Ibrahim,Dancing in the Scintillation,282.697,2017,PRIMARY_MULTI_ARTIST,0,,Dancing in the Scintillation Ibrahim,2,QyIl9tFyQUA,https://www.youtube.com/watch?v=QyIl9tFyQUA,Ibrahim - Dancing In The Scintillation,LofVHS,LofVHS,283.0,47,Ibrahim - Dancing In The Scintillation Listen to Ibrahim - Dancing In The Scintillation by Koodia on #SoundCloud ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_018,2LqU1NUxxOq3JZQjIeqJfK,Dancing in the Scintillation,Ibrahim,Dancing in the Scintillation,282.697,2017,PRIMARY_MULTI_ARTIST,0,,Dancing in the Scintillation Ibrahim,3,hS5ugUMyEXw,https://www.youtube.com/watch?v=hS5ugUMyEXw,Ibrahim - Dancing in the Scintillation,DanalEntertainment,DanalEntertainment,283.0,4768,매일 새로운 음악을 만나고 싶다면 다날엔터 구독( ღ'ᴗ'ღ ) https://www.youtube.com/channel/UCpmctTnUfbeoycGhieZQAmw/ ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_019,4lpvCG7eNzHAXwvMxWUNjz,No Blueberries,DPR IAN | DPR LIVE | CL,Moodswings In This Order,185.106,2021,PRIMARY_MULTI_ARTIST,0,,No Blueberries DPR IAN DPR LIVE CL,1,E-8pyVBvCPQ,https://www.youtube.com/watch?v=E-8pyVBvCPQ,"DPR IAN - No Blueberries (ft. DPR LIVE, CL) OFFICIAL M/V",Dream Perfect Regime,Dream Perfect Regime,287.0,21770762,"DPR IAN - No Blueberries (ft. DPR LIVE, CL) OFFICIAL M/V - [Single] _ DPR IAN Instagram: http://instagram.com/DPRIAN Twitter: ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_019,4lpvCG7eNzHAXwvMxWUNjz,No Blueberries,DPR IAN | DPR LIVE | CL,Moodswings In This Order,185.106,2021,PRIMARY_MULTI_ARTIST,0,,No Blueberries DPR IAN DPR LIVE CL,2,S2NPBuAHke4,https://www.youtube.com/watch?v=S2NPBuAHke4,"DPR IAN - No Blueberries (ft. DPR LIVE, CL) (Color Coded Lyrics Eng/Rom/Han/가사)",diamondxox,diamondxox,186.0,1345125,Request A Song (노래 요청)!: https://forms.gle/BrYFSBTaLaVoys4Q9 NO COPYRIGHT INFRINGEMENT INTENDED All Music ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_019,4lpvCG7eNzHAXwvMxWUNjz,No Blueberries,DPR IAN | DPR LIVE | CL,Moodswings In This Order,185.106,2021,PRIMARY_MULTI_ARTIST,0,,No Blueberries DPR IAN DPR LIVE CL,3,BsuAOzVSIAg,https://www.youtube.com/watch?v=BsuAOzVSIAg,"No Blueberries - DPR IAN (feat. CL, DPR LIVE) at HITC Los Angeles 2021",filmbucket,filmbucket,184.0,922688,"No Blueberries - DPR IAN (feat. CL, DPR LIVE) Live at HITC Los Angeles 2021 071121 #HITC #HeadInTheClouds.",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_020,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Daniel Caesar | Kali Uchis,Freudian,278.179,2017,PRIMARY_MULTI_ARTIST,0,,Get You (feat. Kali Uchis) Daniel Caesar Kali Uchis,1,uQFVqltOXRg,https://www.youtube.com/watch?v=uQFVqltOXRg,Daniel Caesar - Get You ft. Kali Uchis [Official Video],Daniel Caesar,Daniel Caesar,271.0,361010102,"""Get You"" ft. Kali Uchis is available now everywhere! Apple Music: http://smarturl.it/GetYou iTunes: http://smarturl.it/iTGetYou ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_020,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Daniel Caesar | Kali Uchis,Freudian,278.179,2017,PRIMARY_MULTI_ARTIST,0,,Get You (feat. Kali Uchis) Daniel Caesar Kali Uchis,2,xyUQKDE57Ag,https://www.youtube.com/watch?v=xyUQKDE57Ag,Get You (feat. Kali Uchis),Daniel Caesar,Daniel Caesar,279.0,50802622,Provided to YouTube by HV Recordings Get You (feat. Kali Uchis) · Daniel Caesar · Kali Uchis Get You - Single ℗ 2016 Daniel ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_020,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Daniel Caesar | Kali Uchis,Freudian,278.179,2017,PRIMARY_MULTI_ARTIST,0,,Get You (feat. Kali Uchis) Daniel Caesar Kali Uchis,3,QGlC-9OELAo,https://www.youtube.com/watch?v=QGlC-9OELAo,Daniel Caesar - Get You (Lyrics) ft. Kali Uchis,Luxury Tones,Luxury Tones,277.0,32488820,Daniel Caesar - Get You (Lyrics) ft. Kali Uchis ⏬ Download / Stream: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_021,2q4F5KlvlNyddxZQOKSFwp,boy for the weekend,marc indigo,boy for the weekend,115.257,2023,PRIMARY_MULTI_ARTIST,0,,boy for the weekend marc indigo,1,bOufHKMsuug,https://www.youtube.com/watch?v=bOufHKMsuug,marc indigo - boy for the weekend (official lyric video),marc indigo,marc indigo,116.0,3680345,"""follow the moon"" the album out now: https://ffm.to/followthemoon animation by Neanderthal: ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_021,2q4F5KlvlNyddxZQOKSFwp,boy for the weekend,marc indigo,boy for the weekend,115.257,2023,PRIMARY_MULTI_ARTIST,0,,boy for the weekend marc indigo,2,Vzzv74j_QX8,https://www.youtube.com/watch?v=Vzzv74j_QX8,Marc Indigo – Boy For The Weekend (Lyrics) [CC],Aviencloud,Aviencloud,116.0,608439,Aviencloud – Taking you to a better place ✨ Marc Indigo – Boy For The Weekend (Lyrics) [Indigo Soul] Open me to and ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_021,2q4F5KlvlNyddxZQOKSFwp,boy for the weekend,marc indigo,boy for the weekend,115.257,2023,PRIMARY_MULTI_ARTIST,0,,boy for the weekend marc indigo,3,7eRhQkRK9Gc,https://www.youtube.com/watch?v=7eRhQkRK9Gc,주말만이라도 네 남자가 되고 싶어 𝐁𝐨𝐲 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐖𝐞𝐞𝐤𝐞𝐧𝐝 - 𝐌𝐚𝐫𝐜 𝐈𝐧𝐝𝐢𝐠𝐨,김땡구,김땡구,116.0,3103461,boyfortheweekend #가사해석 #팝송 #인스타 #릴스 #틱톡 #어탐 #어드벤쳐타임 #미애니 #가사.,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_022,7FpUGKMaiBj1AmWgufABjJ,To Be Honest I Just Want to Eat Noodles with You,City Girl,Snow Rose,234.0,2017,PRIMARY_MULTI_ARTIST,0,,To Be Honest I Just Want to Eat Noodles with You City Girl,1,DaCf0qLwFT0,https://www.youtube.com/watch?v=DaCf0qLwFT0,To Be Honest I Just Want to Eat Noodles with You,City Girl,City Girl,234.0,47518,Provided to YouTube by TuneCore To Be Honest I Just Want to Eat Noodles with You · City Girl Snow Rose ℗ 2017 City Girl ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_022,7FpUGKMaiBj1AmWgufABjJ,To Be Honest I Just Want to Eat Noodles with You,City Girl,Snow Rose,234.0,2017,PRIMARY_MULTI_ARTIST,0,,To Be Honest I Just Want to Eat Noodles with You City Girl,2,11hLYMchNik,https://www.youtube.com/watch?v=11hLYMchNik,City Girl - To Be Honest I Just Want To Eat Noodles With You [HD],Mindful Music,Mindful Music,235.0,3474,One of my personal favorites off of the 'Snow Rose' album! A lovely electronic/lofi album. ＦＯＬＬＯＷ ♔ City Girl ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_022,7FpUGKMaiBj1AmWgufABjJ,To Be Honest I Just Want to Eat Noodles with You,City Girl,Snow Rose,234.0,2017,PRIMARY_MULTI_ARTIST,0,,To Be Honest I Just Want to Eat Noodles with You City Girl,3,CJptAW4AuRg,https://www.youtube.com/watch?v=CJptAW4AuRg,City Girl — to be honest i just want to eat noodles with you,Mumbo Chumbo,Mumbo Chumbo,231.0,21760,Support the creator of the music used: https://soundcloud.com/citygrl Copyright Disclaimer: Under Section 107 of the Copyright Act ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_023,2zN19Caz8do2yNNqMmaZC8,Blind (Feat. Rachel Lim),JIDA | Rachel Lim,FADE AWAY,198.133,2017,PRIMARY_MULTI_ARTIST,0,,Blind (Feat. Rachel Lim) JIDA Rachel Lim,1,kU0M2634UxI,https://www.youtube.com/watch?v=kU0M2634UxI,지다 JIDA - Blind (feat. Rachel Lim) Official M/V,GENIE MUSIC,GENIE MUSIC,203.0,141822,[Important] Please support your favorite artists on GENIE MUSIC YouTube channel too! ☆Music Videos on GENIE MUSIC YT ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_023,2zN19Caz8do2yNNqMmaZC8,Blind (Feat. Rachel Lim),JIDA | Rachel Lim,FADE AWAY,198.133,2017,PRIMARY_MULTI_ARTIST,0,,Blind (Feat. Rachel Lim) JIDA Rachel Lim,2,MQ9_tHE-rk4,https://www.youtube.com/watch?v=MQ9_tHE-rk4,"JIDA ""Blind"" (Feat. Rachel Lim)  [Official Audio]",WALTZSOFA RECORDS,WALTZSOFA RECORDS,199.0,128070,허밍어반스테레오가 발굴한 세번째 왈츠소파 아티스트 '지다'. 홀로 깨어있는 이 새벽을 밝힐 몽환 사운드 – FADE AWAY 작년 가을 ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_023,2zN19Caz8do2yNNqMmaZC8,Blind (Feat. Rachel Lim),JIDA | Rachel Lim,FADE AWAY,198.133,2017,PRIMARY_MULTI_ARTIST,0,,Blind (Feat. Rachel Lim) JIDA Rachel Lim,3,qc4D1uuqYm8,https://www.youtube.com/watch?v=qc4D1uuqYm8,"JIDA(지다) ""Blind"" (Feat. Rachel Lim)  M/V",WALTZSOFA RECORDS,WALTZSOFA RECORDS,203.0,71612,허밍어반스테레오가 발굴한 세번째 왈츠소파 아티스트 '지다'. 홀로 깨어있는 이 새벽을 밝힐 몽환 사운드 – FADE AWAY 작년 가을 ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_024,4ecdsGz3Hg6TKPwQ0ZOdJz,FaSHioN,CORTIS,COLOR OUTSIDE THE LINES,174.653,2025,PRIMARY_MULTI_ARTIST,0,,FaSHioN CORTIS,1,42wfEs7oIP8,https://www.youtube.com/watch?v=42wfEs7oIP8,CORTIS (코르티스) 'FaSHioN' Official MV,HYBE LABELS and CORTIS,HYBE LABELS and CORTIS,180.0,99823525,CORTIS (코르티스) 'FaSHioN' Official MV The 1st EP 'COLOR OUTSIDE THE LINES' Out Now!,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_024,4ecdsGz3Hg6TKPwQ0ZOdJz,FaSHioN,CORTIS,COLOR OUTSIDE THE LINES,174.653,2025,PRIMARY_MULTI_ARTIST,0,,FaSHioN CORTIS,2,u5IhtyOsEzE,https://www.youtube.com/watch?v=u5IhtyOsEzE,CORTIS (코르티스) ‘FaSHioN' Dance Practice (Fix ver.),CORTIS,CORTIS,265.0,11493644,Connect with CORTIS: https://www.tiktok.com/@cortis_bighit http://instagram.com/cortis https://weverse.io/cortis ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_024,4ecdsGz3Hg6TKPwQ0ZOdJz,FaSHioN,CORTIS,COLOR OUTSIDE THE LINES,174.653,2025,PRIMARY_MULTI_ARTIST,0,,FaSHioN CORTIS,3,WVkftpFjIDg,https://www.youtube.com/watch?v=WVkftpFjIDg,CORTIS (코르티스) 'FaSHioN' Conceptual Performance Film,HYBE LABELS and CORTIS,HYBE LABELS and CORTIS,179.0,8500186,CORTIS (코르티스) 'FaSHioN' Conceptual Performance Film The 1st EP 'COLOR OUTSIDE THE LINES' Out Now!,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_025,4BHTnUF9Wl5lVSrw9ZLVJb,A Car Going Nowhere,ESAE,A Car Going Nowhere,227.604,2018,PRIMARY_MULTI_ARTIST,0,,A Car Going Nowhere ESAE,1,vqvqAKuJ-HI,https://www.youtube.com/watch?v=vqvqAKuJ-HI,ESAE - a car going nowhere (Official Music Video) (2018),ESAE,ESAE,247.0,33574,"Where to buy/download/stream: https://song.link/i/1444808738 Dear Viewer/Listener, This song is about growing up. It's about ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_025,4BHTnUF9Wl5lVSrw9ZLVJb,A Car Going Nowhere,ESAE,A Car Going Nowhere,227.604,2018,PRIMARY_MULTI_ARTIST,0,,A Car Going Nowhere ESAE,2,vijI2IAO1sQ,https://www.youtube.com/watch?v=vijI2IAO1sQ,a car going nowhere  ESAE | english lyrics,karlslyrics,karlslyrics,230.0,3483,"Just made this video for fun. All the music credits are from ESAE, check out here official video ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_025,4BHTnUF9Wl5lVSrw9ZLVJb,A Car Going Nowhere,ESAE,A Car Going Nowhere,227.604,2018,PRIMARY_MULTI_ARTIST,0,,A Car Going Nowhere ESAE,3,mdGIHXTZgIc,https://www.youtube.com/watch?v=mdGIHXTZgIc,a car going nowhere | ESAE (audio),East of Eden,East of Eden,225.0,495,I do not own this. This is an original song by ESAE. Enjoy.,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_026,19BDozGmxYGxF1NcUlENmm,Château Fountain,City Girl,Snow Rose,176.727,2017,PRIMARY_MULTI_ARTIST,0,,Château Fountain City Girl,1,p19YtFiJJzI,https://www.youtube.com/watch?v=p19YtFiJJzI,city girl | château fountain,City Girl,City Girl,177.0,46873,Spotify ▻ http://spoti.fi/2BXkC3h Apple Music ▻ http://apple.co/2jf7yTe ♡♡♡ listen to more city girl: ▻ soundcloud: ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_026,19BDozGmxYGxF1NcUlENmm,Château Fountain,City Girl,Snow Rose,176.727,2017,PRIMARY_MULTI_ARTIST,0,,Château Fountain City Girl,2,obUTo-83Sf4,https://www.youtube.com/watch?v=obUTo-83Sf4,City Girl - Château Fountain,Shinobi Thoughts,Shinobi Thoughts,180.0,673,god i love atonement -City Girl #Lofi #Beats #Chill #ShinobiThoughts #Anime Support ~ https://soundcloud.com/citygrl ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_026,19BDozGmxYGxF1NcUlENmm,Château Fountain,City Girl,Snow Rose,176.727,2017,PRIMARY_MULTI_ARTIST,0,,Château Fountain City Girl,3,iFcspM05Tvw,https://www.youtube.com/watch?v=iFcspM05Tvw,City Girl - château fountain,EquinoxVibe,EquinoxVibe,180.0,16372,Support City Girl: https://soundcloud.com/citygrl https://city-girl.bandcamp.com/ https://twitter.com/citygirltime ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_027,0vUGAtm3Qe9aMHyADWFEyS,热恋情节,吴子健REmi | Kiya,热恋情节,198.501,2022,PRIMARY_MULTI_ARTIST,0,,热恋情节 吴子健REmi Kiya,1,w0R8LldQ_W0,https://www.youtube.com/watch?v=w0R8LldQ_W0,热恋情节,吴子健REmi - Topic,吴子健REmi - Topic,199.0,2182284,Provided to YouTube by EWway Culture Ltd 热恋情节· 吴子健Remi · Kiya 热恋情节℗ 讯飞音乐Released on: 2022-08-18 ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_027,0vUGAtm3Qe9aMHyADWFEyS,热恋情节,吴子健REmi | Kiya,热恋情节,198.501,2022,PRIMARY_MULTI_ARTIST,0,,热恋情节 吴子健REmi Kiya,2,1GSGWvDRoF8,https://www.youtube.com/watch?v=1GSGWvDRoF8,熱戀情節 - 吳子健REmi/kiya『妳的微笑像夏日的汽水，不知不覺腦海裏回味，心動牽著我 搖搖欲墜』【動態歌詞】,Dreamer Music,Dreamer Music,207.0,805062,歌詞在下面❖Lyrics in the song❖ 熱戀情節- 吳子健REmi/kiya 詞：吳子健REmi 曲：吳子健REmi 夜色多美別浪費邀請妳一起晚風裏 ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_027,0vUGAtm3Qe9aMHyADWFEyS,热恋情节,吴子健REmi | Kiya,热恋情节,198.501,2022,PRIMARY_MULTI_ARTIST,0,,热恋情节 吴子健REmi Kiya,3,N8_VMhFSn9A,https://www.youtube.com/watch?v=N8_VMhFSn9A,吳子健Remi/Kiya - 熱戀情節『夜色多美別浪費 邀請你一起晚風裡沉醉，讓風吹走整個盛夏的炎熱 只剩你我曖昧。』【動態歌詞MV】,MilkShake Music,MilkShake Music,199.0,849773,訂閱頻道收聽更多好聽的歌：https://www.youtube.com/channel/UC2Cma-jrZV9QV5jx8VHaHXQ ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_028,5pSflTWYmlRVthO8CZpRem,i want you to help me live,Bonjr | Thomas Reid | versor,i want you to help me live,161.97,2017,PRIMARY_MULTI_ARTIST,0,,i want you to help me live Bonjr Thomas Reid versor,1,vwwj-Utk32o,https://www.youtube.com/watch?v=vwwj-Utk32o,i want you to help me live,bonjr,bonjr,161.0,167968,"fun fact... the title was inspired by ""koe no katachi"": https://bit.ly/bonjrxkoe buy/spotify: https://bit.ly/2S4LSH2 use this track for ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_028,5pSflTWYmlRVthO8CZpRem,i want you to help me live,Bonjr | Thomas Reid | versor,i want you to help me live,161.97,2017,PRIMARY_MULTI_ARTIST,0,,i want you to help me live Bonjr Thomas Reid versor,2,tuQ5C5A-WQQ,https://www.youtube.com/watch?v=tuQ5C5A-WQQ,Bonjr - I want you to help me live (Lyrics) ft. Thomas Reid,Aurora Vibes,Aurora Vibes,161.0,304682,"Stream ""I want you to help me live"" by Bonjr: https://open.spotify.com/album/3etGOKJq6tAB2IrCZrTdPI • Spotify Playlist: ...",,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_028,5pSflTWYmlRVthO8CZpRem,i want you to help me live,Bonjr | Thomas Reid | versor,i want you to help me live,161.97,2017,PRIMARY_MULTI_ARTIST,0,,i want you to help me live Bonjr Thomas Reid versor,3,XrZ4_Au7qAU,https://www.youtube.com/watch?v=XrZ4_Au7qAU,Bonjr & Thomas Reid & Versor - I Want You To Help Me Live  // Sub Español.,- yung téllez,- yung téllez,162.0,171,Envía tus canciones: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_029,2egKGgextl7yFhsYOmJSjT,unwanted,SPEECHLESS,Mixed Emotions,131.494,2018,PRIMARY_MULTI_ARTIST,0,,unwanted SPEECHLESS,1,F26IBFL4q58,https://www.youtube.com/watch?v=F26IBFL4q58,unwanted,SPEECHLESS - Topic,SPEECHLESS - Topic,132.0,31653,"Provided to YouTube by Amuseio AB unwanted · SPEECHLESS Mixed Emotions ℗ Speak Less, Listen More under exclusive ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_029,2egKGgextl7yFhsYOmJSjT,unwanted,SPEECHLESS,Mixed Emotions,131.494,2018,PRIMARY_MULTI_ARTIST,0,,unwanted SPEECHLESS,2,VOl_p3fXEjI,https://www.youtube.com/watch?v=VOl_p3fXEjI,SPEECHLESS - unwanted,Wavvy,Wavvy,132.0,1503,feeling kinda down :( but i hope you enjoy this track :) Support the artist: -------------------------------------- Track: SPEECHLESS ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_029,2egKGgextl7yFhsYOmJSjT,unwanted,SPEECHLESS,Mixed Emotions,131.494,2018,PRIMARY_MULTI_ARTIST,0,,unwanted SPEECHLESS,3,w8Em3k9CgVo,https://www.youtube.com/watch?v=w8Em3k9CgVo,SPEECHLESS - Ｕｎｗａｎｔｅｄ,Smooth S o u n d s,Smooth S o u n d s,132.0,9484,Song- Ｕｎｗａｎｔｅｄ Artist- SPEECHLESS Support the artist- -https://soundcloud.com/speechlesss ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_030,6riw7EvS6amwDkv7RXsQAG,trust me,sunkis,trust me,168.936,2021,PRIMARY_MULTI_ARTIST,0,,trust me sunkis,1,VTLE9uB3fwg,https://www.youtube.com/watch?v=VTLE9uB3fwg,sunkis 宋秉勤 - trust me,sunkis,sunkis,185.0,14414840,"""trust me"" out now on all streaming platforms! https://lnkfi.re/sunkis_trustme tell me which city i should come to on my next tour ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_030,6riw7EvS6amwDkv7RXsQAG,trust me,sunkis,trust me,168.936,2021,PRIMARY_MULTI_ARTIST,0,,trust me sunkis,2,QtwPWl2n4fU,https://www.youtube.com/watch?v=QtwPWl2n4fU,[ENGSUB/PINYIN] Trust me - sunkis 宋秉勤,bubblexx,bubblexx,167.0,107881,Song: Trust me ▷Artist: sunkis 宋秉勤 -------------------------------- ▷Photo: https://retro-tofu87.tumblr.com/image/185789208805 ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_030,6riw7EvS6amwDkv7RXsQAG,trust me,sunkis,trust me,168.936,2021,PRIMARY_MULTI_ARTIST,0,,trust me sunkis,3,gf9pzBYEdiY,https://www.youtube.com/watch?v=gf9pzBYEdiY,250601 sunkis - trust me [ @ HITC LA 2025 ],라방기록,라방기록,164.0,2365,,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_031,5tSZ37xFVG7Zy8Q1SnYHO1,清晨有粥 黄昏有酒,刘梦妤,清晨有粥 黄昏有酒,199.759,2023,PRIMARY_MULTI_ARTIST,0,,清晨有粥 黄昏有酒 刘梦妤,1,-Bur7IUK62A,https://www.youtube.com/watch?v=-Bur7IUK62A,清晨有粥 黄昏有酒,Uu(刘梦妤) - Topic,Uu(刘梦妤) - Topic,200.0,114777,Provided to YouTube by 鲸鱼向海清晨有粥黄昏有酒· Uu (刘梦妤) 清晨有粥黄昏有酒℗ 鲸鱼向海Released on: 2023-04-12 ...,IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_031,5tSZ37xFVG7Zy8Q1SnYHO1,清晨有粥 黄昏有酒,刘梦妤,清晨有粥 黄昏有酒,199.759,2023,PRIMARY_MULTI_ARTIST,0,,清晨有粥 黄昏有酒 刘梦妤,2,GM4lxA3U8rY,https://www.youtube.com/watch?v=GM4lxA3U8rY,Uu(劉夢妤) - 清晨有粥黃昏有酒『清晨有粥 黃昏有酒，而我有你就已足夠。』【高音質|動態歌詞Lyrics】♫,4K Music Make,4K Music Make,201.0,98023,4KMusicMake◁ 點擊訂閱收聽歌曲: https://www.youtube.com/c/4KMusicMake ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_031,5tSZ37xFVG7Zy8Q1SnYHO1,清晨有粥 黄昏有酒,刘梦妤,清晨有粥 黄昏有酒,199.759,2023,PRIMARY_MULTI_ARTIST,0,,清晨有粥 黄昏有酒 刘梦妤,3,-yDWSp_ykyU,https://www.youtube.com/watch?v=-yDWSp_ykyU,清晨有粥 黄昏有酒 (合唱版),Uu(刘梦妤) - Topic,Uu(刘梦妤) - Topic,203.0,1538,Provided to YouTube by 鲸鱼向海清晨有粥黄昏有酒(合唱版) · Uu (刘梦妤) 清晨有粥黄昏有酒(合唱版) ℗ 鲸鱼向海Released on: ...,,,
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_032,3u5jgQDJvPoMPpRrbjEqPz,L2M,City Girl | Kelsey Kuan,C-GIRL,185.494,2021,PRIMARY_MULTI_ARTIST,0,,L2M City Girl Kelsey Kuan,1,keb9BZC556M,https://www.youtube.com/watch?v=keb9BZC556M,city girl | L2M ~ feat. kelsey kuan,City Girl,City Girl,186.0,32525,"Buy on Bandcamp ▷ https://city-girl.bandcamp.com/ Spotify ▷ https://spoti.fi/2z9NHL6 vocals, songwriting - Kelsey Kuan ...",IDEAL,"Exact song identity with official, artist, label, distributor, or Topic evidence.",
stage5b5-representative-v4-human-review-v1,stage5b5_representative_v4_032,3u5jgQDJvPoMPpRrbjEqPz,L2M,City Girl | Kelsey Kuan,C-GIRL,185.494,2021,PRIMARY_MULTI_ARTIST,0,,L2M City Girl Kelsey Kuan,2,QqtZZ4b6V0w,https://www.youtube.com/watch?v=QqtZZ4b6V0w,L2M - Kelsey Kuan x @CityGirlMusic,Kelsey Kuan,Kelsey Kuan,186.0,22698,hiii this is the last song from the C-GIRL album!! thank you everyone for watching these videos if you like these songs and ...,,,
