trial_id,query_track_id,candidate_a_id,candidate_b_id,trial_kind,slice,canonical_label,label_status,raw_judgment_count,primary_eligible,exclusion_reason,excerpt_strategy,laion_clap_sim_a,laion_clap_sim_b,laion_clap_analysis_key,mert_5120_sim_a,mert_5120_sim_b,mert_5120_analysis_key,chroma_global_cos_sim_a,chroma_global_cos_sim_b,chroma_dtw_sim_sim_a,chroma_dtw_sim_sim_b,transposition_best_cos_sim_a,transposition_best_cos_sim_b,onset_cos_fixed_sim_a,onset_cos_fixed_sim_b,onset_dtw_sim_sim_a,onset_dtw_sim_sim_b,tempogram_cos_sim_a,tempogram_cos_sim_b,timbre_cos_sim_a,timbre_cos_sim_b,merit_melody_cos_sim_a,merit_melody_cos_sim_b,merit_rhythm_cos_sim_a,merit_rhythm_cos_sim_b,merit_timbre_cos_sim_a,merit_timbre_cos_sim_b,log_tempo_ratio_sim_a,log_tempo_ratio_sim_b,feature_cache_key_q,feature_cache_key_a,feature_cache_key_b
120770:H1,120770,133027,40844,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8648618654,0.7695254909,b0fee4bc6fd340e4,0.9651255494,0.9827270617,8069b221c47dd7c0,0.8749746026,0.8582680033,0.01356879802,0.01331509918,0.9526852216,0.967213729,1,1,0.6705296329,0.6523873055,0.994998892,0.9451821707,0.9701360907,0.9788855652,0.6587516787,0.5847052413,0.703840312,0.5404534409,0.598595781,0.851211219,-0,-0.2113090937,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,c7c98548fc5824ddf629f23c8c227586fbf3c6b24962e6d54a9d8d631115e434,c36384ff5f88ebca9dbceeca53e0dbfca4bba9e9d78ab29302e2d6bfa2a29a5a
120770:H2,120770,126406,133027,disagree:laion_clap_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.4333101113,0.8648618654,b0fee4bc6fd340e4,0.9794291957,0.9651255494,8069b221c47dd7c0,0.9746560827,0.8749746026,0.0179678314,0.01356879802,0.9746560827,0.9526852216,1,1,0.6633231163,0.6705296329,0.9892199608,0.994998892,0.914943526,0.9701360907,0.4221844995,0.6587516787,0.6694627733,0.703840312,0.1384676342,0.598595781,-0,-0,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,173057d036b1186667fbad9779a1d52132046336c6e9dca010d7e287d90b08e2,c7c98548fc5824ddf629f23c8c227586fbf3c6b24962e6d54a9d8d631115e434
120770:H3,120770,133027,139937,disagree:laion_clap_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8648618654,0.8430623546,b0fee4bc6fd340e4,0.9651255494,0.9688547458,8069b221c47dd7c0,0.8749746026,0.8494706407,0.01356879802,0.01240919492,0.9526852216,0.9228565581,1,0.9980178375,0.6705296329,0.6356391224,0.994998892,0.9753483457,0.9701360907,0.9081381386,0.6587516787,0.6441370953,0.703840312,0.6633666118,0.598595781,0.7783286075,-0,-0.1743533871,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,c7c98548fc5824ddf629f23c8c227586fbf3c6b24962e6d54a9d8d631115e434,05dffed3f295167bfe6fae28f036c826bb857d492f0288e98d5144d4bbdb8e86
120770:H4,120770,126406,40844,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.4333101113,0.7695254909,b0fee4bc6fd340e4,0.9794291957,0.9827270617,8069b221c47dd7c0,0.9746560827,0.8582680033,0.0179678314,0.01331509918,0.9746560827,0.967213729,1,1,0.6633231163,0.6523873055,0.9892199608,0.9451821707,0.914943526,0.9788855652,0.4221844995,0.5847052413,0.6694627733,0.5404534409,0.1384676342,0.851211219,-0,-0.2113090937,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,173057d036b1186667fbad9779a1d52132046336c6e9dca010d7e287d90b08e2,c36384ff5f88ebca9dbceeca53e0dbfca4bba9e9d78ab29302e2d6bfa2a29a5a
120770:H5,120770,40844,139937,disagree:mert_5120_vs_muq_mulan_large,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.7695254909,0.8430623546,b0fee4bc6fd340e4,0.9827270617,0.9688547458,8069b221c47dd7c0,0.8582680033,0.8494706407,0.01331509918,0.01240919492,0.967213729,0.9228565581,1,0.9980178375,0.6523873055,0.6356391224,0.9451821707,0.9753483457,0.9788855652,0.9081381386,0.5847052413,0.6441370953,0.5404534409,0.6633666118,0.851211219,0.7783286075,-0.2113090937,-0.1743533871,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,c36384ff5f88ebca9dbceeca53e0dbfca4bba9e9d78ab29302e2d6bfa2a29a5a,05dffed3f295167bfe6fae28f036c826bb857d492f0288e98d5144d4bbdb8e86
120770:H6,120770,139937,126406,disagree:mert_generic_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8430623546,0.4333101113,b0fee4bc6fd340e4,0.9688547458,0.9794291957,8069b221c47dd7c0,0.8494706407,0.9746560827,0.01240919492,0.0179678314,0.9228565581,0.9746560827,0.9980178375,1,0.6356391224,0.6633231163,0.9753483457,0.9892199608,0.9081381386,0.914943526,0.6441370953,0.4221844995,0.6633666118,0.6694627733,0.7783286075,0.1384676342,-0.1743533871,-0,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,05dffed3f295167bfe6fae28f036c826bb857d492f0288e98d5144d4bbdb8e86,173057d036b1186667fbad9779a1d52132046336c6e9dca010d7e287d90b08e2
120770:H7,120770,40851,115592,competitive_rank2,competitive_rank2,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.6970182946,0.8439161364,b0fee4bc6fd340e4,0.9798932077,0.9286095559,8069b221c47dd7c0,0.9396698302,0.8790345895,0.01922883607,0.01143967095,0.9396698302,0.9343235631,1,1,0.6748885324,0.6475967318,0.9254222844,0.9945808926,0.8736700798,0.7922312833,0.5079964366,0.3600562764,0.7066245568,0.5010816843,0.6098876725,0.3557695557,-0.09097177821,-0.04879016417,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,cdf9389f0ff448d5661b18630f2466475c5c02ac94dddd5fde81b8bcbeb99cab,02d46faabb9cade824ccb86d82fc0492f22a2d26d9da745b904432638a1ba174
120770:H8,120770,40844,40851,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.7695254909,0.6970182946,b0fee4bc6fd340e4,0.9827270617,0.9798932077,8069b221c47dd7c0,0.8582680033,0.9396698302,0.01331509918,0.01922883607,0.967213729,0.9396698302,1,1,0.6523873055,0.6748885324,0.9451821707,0.9254222844,0.9788855652,0.8736700798,0.5847052413,0.5079964366,0.5404534409,0.7066245568,0.851211219,0.6098876725,-0.2113090937,-0.09097177821,1a225c62951e1ae1e6f3e111a3259e976cbe1fa30e6c345f27f159668ce0130b,c36384ff5f88ebca9dbceeca53e0dbfca4bba9e9d78ab29302e2d6bfa2a29a5a,cdf9389f0ff448d5661b18630f2466475c5c02ac94dddd5fde81b8bcbeb99cab
124913:H1,124913,122456,69205,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8692326459,0.779289807,b0fee4bc6fd340e4,0.9777991989,0.9796945146,8069b221c47dd7c0,0.9191683746,0.849282489,0.01659721106,0.01308366565,0.9750521559,0.9058118277,0.9693897738,0.9735792468,0.6219459767,0.6220737105,0.8270064075,0.951768831,0.949506006,0.991435841,0.7278260615,0.5420251419,0.5734411221,0.312871272,0.8023982179,0.8250925265,-0.04445176257,-0,d107b88fe6df88e83c81d0bc4b7ae6a169d4a3f9df6186a14ae046cdcea250f4,f32058ea803f965107ebafd587a553c350f8ad46940d0dd854d88a137945ec62,496e077a5eea15e41ed3d95d660a2fda9b1353df1eff3e26b685be538a01b19c
124913:H2,124913,122456,142552,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8692326459,0.5688879376,b0fee4bc6fd340e4,0.9777991989,0.970657916,8069b221c47dd7c0,0.9191683746,0.9523025053,0.01659721106,0.01658211778,0.9750521559,0.9523025053,0.9693897738,0.9860411897,0.6219459767,0.6613360495,0.8270064075,0.9745374638,0.949506006,0.9474696335,0.7278260615,0.7366832887,0.5734411221,0.6321025206,0.8023982179,0.2585304145,-0.04445176257,-0,d107b88fe6df88e83c81d0bc4b7ae6a169d4a3f9df6186a14ae046cdcea250f4,f32058ea803f965107ebafd587a553c350f8ad46940d0dd854d88a137945ec62,cc8e6747e104d99b877e4c4ee92ef9a9c9dbcf11b7f1a397862dbade0bc34da8
124913:H3,124913,69205,142552,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.779289807,0.5688879376,b0fee4bc6fd340e4,0.9796945146,0.970657916,8069b221c47dd7c0,0.849282489,0.9523025053,0.01308366565,0.01658211778,0.9058118277,0.9523025053,0.9735792468,0.9860411897,0.6220737105,0.6613360495,0.951768831,0.9745374638,0.991435841,0.9474696335,0.5420251419,0.7366832887,0.312871272,0.6321025206,0.8250925265,0.2585304145,-0,-0,d107b88fe6df88e83c81d0bc4b7ae6a169d4a3f9df6186a14ae046cdcea250f4,496e077a5eea15e41ed3d95d660a2fda9b1353df1eff3e26b685be538a01b19c,cc8e6747e104d99b877e4c4ee92ef9a9c9dbcf11b7f1a397862dbade0bc34da8
124913:H4,124913,44948,122456,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.2612355105,0.8692326459,b0fee4bc6fd340e4,0.9418867964,0.9777991989,8069b221c47dd7c0,0.840570052,0.9191683746,0.01082531929,0.01659721106,0.8759205082,0.9750521559,0.9839751272,0.9693897738,0.6190277843,0.6219459767,0.9455321202,0.8270064075,0.9228692599,0.949506006,0.1749180384,0.7278260615,0.2291289417,0.5734411221,0.1146291763,0.8023982179,-0,-0.04445176257,d107b88fe6df88e83c81d0bc4b7ae6a169d4a3f9df6186a14ae046cdcea250f4,91293107f70b66eedd86dfcc72ee76878d7f3f286c10501733a349fca9dd0100,f32058ea803f965107ebafd587a553c350f8ad46940d0dd854d88a137945ec62
125193:H1,125193,126674,11677,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8174646658,0.5601169207,b0fee4bc6fd340e4,0.9800404017,0.9741472356,8069b221c47dd7c0,0.7720394766,0.7951403653,0.009961693175,0.009125752752,0.8679107608,0.868117368,0.9980178375,0.9980178375,0.6406015659,0.6424663282,0.9643404583,0.9704526154,0.9829236932,0.9610682144,0.6446275485,0.7844310938,0.4729541444,0.4725918119,0.9136131107,0.7941971783,-0.3629054937,-0.2984929886,caf1842fd1a103d9d7c30f6bbf1e5729aa024b1f208a705ecd4ecbc665364173,9798830acf0e45d6d572d96c7aee331dd6cfb177580d6d7264a8675e666bf4fb,8e066f2ab53b0ab1aff79688439b13fd94b6c9660f190fdd191d75fe8736637d
125814:H1,125814,126520,114238,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.572373795,0.9016059946,b0fee4bc6fd340e4,0.9764378956,0.9715128592,8069b221c47dd7c0,0.6489005928,0.3810328897,0.007821582622,0.006876619829,0.8726938746,0.9568492458,0.9559052619,0.9798059774,0.5983006725,0.6131448793,0.78898653,0.7676206726,0.9942582462,0.9787103577,0.4352891868,0.6191759327,0.6317216107,0.7164353854,0.6240109585,0.645087432,-0.4964368863,-0.1397619424,a72b5eff3a1863211b902b82ae73b7409245e37a22c6fb614235042bff1464a7,7b48692687111e8e247427612ab558128366ddb9d7f47836c33584c7888a65a2,e80ca3e0a2c2a9747cc4658341ebf80f609b68c0312122b3ffdc11170c2b1316
125814:H2,125814,126520,126717,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.572373795,0.8432493763,b0fee4bc6fd340e4,0.9764378956,0.9829599863,8069b221c47dd7c0,0.6489005928,0.6340763674,0.007821582622,0.007666162957,0.8726938746,0.8866640365,0.9559052619,0.9879838875,0.5983006725,0.6138522912,0.78898653,0.7800770088,0.9942582462,0.9922618343,0.4352891868,0.4445329811,0.6317216107,0.8750753791,0.6240109585,0.9249343045,-0.4964368863,-0.09097177821,a72b5eff3a1863211b902b82ae73b7409245e37a22c6fb614235042bff1464a7,7b48692687111e8e247427612ab558128366ddb9d7f47836c33584c7888a65a2,c7bfe575dc2a9fff45d2485954e73a2fc8848b75dc2eb65fb40062f1321c12ca
131410:H1,131410,18607,90592,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.6831737717,0.8004411254,b0fee4bc6fd340e4,0.9550426261,0.8737745775,8069b221c47dd7c0,0.7927448134,0.8115844114,0.00952474717,0.01036149366,0.84197304,0.8186710069,1,1,0.6975042851,0.7738288252,0.9949529944,0.9993101766,0.9702910623,0.7942170354,0.3639319235,0.5874280454,0.7042350506,0.7296864654,0.7950054025,0.7578297012,-0.1397619424,-0.04445176257,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,2f5c0a359df5680b8cba5b69bec7b72a48b65f1f0c0a827f0cb36ddb3d514300,787563c4cd12755277487eaf42554d6299d796093d259b7ec65366646f1d31c7
131410:H2,131410,90592,134586,disagree:laion_clap_vs_mert_generic,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8004411254,0.6813013532,b0fee4bc6fd340e4,0.8737745775,0.9537001121,8069b221c47dd7c0,0.8115844114,0.8117839216,0.01036149366,0.01094472933,0.8186710069,0.8117839216,1,1,0.7738288252,0.7056787544,0.9993101766,0.9990926269,0.7942170354,0.9677635099,0.5874280454,0.5371190159,0.7296864654,0.8659833476,0.7578297012,0.582786478,-0.04445176257,-0.04255961442,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,787563c4cd12755277487eaf42554d6299d796093d259b7ec65366646f1d31c7,02ad3f8b6a694b39e866edbe348e17db787466ff0a5df32aae9ef2044c4fe1b0
131410:H3,131410,134586,18607,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.6813013532,0.6831737717,b0fee4bc6fd340e4,0.9537001121,0.9550426261,8069b221c47dd7c0,0.8117839216,0.7927448134,0.01094472933,0.00952474717,0.8117839216,0.84197304,1,1,0.7056787544,0.6975042851,0.9990926269,0.9949529944,0.9677635099,0.9702910623,0.5371190159,0.3639319235,0.8659833476,0.7042350506,0.582786478,0.7950054025,-0.04255961442,-0.1397619424,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,02ad3f8b6a694b39e866edbe348e17db787466ff0a5df32aae9ef2044c4fe1b0,2f5c0a359df5680b8cba5b69bec7b72a48b65f1f0c0a827f0cb36ddb3d514300
131410:H4,131410,145475,116514,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.5338932548,0.7724687896,b0fee4bc6fd340e4,0.9540748456,0.9372226871,8069b221c47dd7c0,0.6270656112,0.7339334654,0.008748802651,0.009645355943,0.9413823101,0.9083217875,0.9980178375,1,0.7063628466,0.7391014339,0.9943455054,0.9973347237,0.9608168697,0.9801466159,0.4338284059,0.196561837,0.8137329158,0.5836311772,0.8695643087,0.7924539118,-0.08338160894,-0.1603426501,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,9fc14f071b57b63b4e1e1c1fc2407872946cdedb285eb6f56505c8adc64e6ec1,9547c3c7787f75b8b961ab477e12b750d44f1812c617bd5e35c13466b2a5ab06
131410:H5,131410,145475,126405,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.5338932548,0.2291297095,b0fee4bc6fd340e4,0.9540748456,0.9484422615,8069b221c47dd7c0,0.6270656112,0.7583202943,0.008748802651,0.01030593939,0.9413823101,0.8367980332,0.9980178375,1,0.7063628466,0.7017662682,0.9943455054,0.9938254387,0.9608168697,0.8863658606,0.4338284059,0.4138039138,0.8137329158,0.5300587854,0.8695643087,-0.245091003,-0.08338160894,-0.1226023221,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,9fc14f071b57b63b4e1e1c1fc2407872946cdedb285eb6f56505c8adc64e6ec1,4fb1397b7fb56ec0cad7b5483626405301640c30ab037677554498edc2b1d12c
131410:H6,131410,65488,90592,anchor_negative,anchor_negative,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.5613641743,0.8004411254,b0fee4bc6fd340e4,0.8308566536,0.8737745775,8069b221c47dd7c0,0.4629488471,0.8115844114,0.007446773741,0.01036149366,0.8859143304,0.8186710069,1,1,0.6813048747,0.7738288252,0.9727301446,0.9993101766,0.8747188037,0.7942170354,-0.0112075765,0.5874280454,0.4126797817,0.7296864654,-0.2697086728,0.7578297012,-0.08338160894,-0.04445176257,2b70fe6b8ec58d34c3dff5d590cd244fa1f999632555d2eb6a41d372bd63e828,465225dcab1f0abeb38496113c994286208289bdea5d151afedc5fd8890ff062,787563c4cd12755277487eaf42554d6299d796093d259b7ec65366646f1d31c7
134823:H1,134823,144214,86416,disagree:laion_clap_vs_mert_5120,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.9156189814,0.7449976412,b0fee4bc6fd340e4,0.9505996272,0.9828138539,8069b221c47dd7c0,0.9608910177,0.9314273304,0.01748444053,0.0141801935,0.9608910177,0.9314273304,0.9910490492,0.994041655,0.6213587861,0.6144855044,0.7622197925,0.6942544697,0.9464768027,0.9699972065,0.5871062398,0.8001803719,0.6834868659,0.4790500824,0.5059143471,0.8848178525,-0.06899287149,-0.07410797215,89d14a641f5410d327e3da607ca4de273dafe4cf142d853e0b340a3745684679,9edaca2f8098300b1c1fe8ff76a3dad350837168973cbb0288193391fb685b07,8126a1b4d4be4e34ad60d2f4df7be0e79113f8bffe5de396a8627104ef41f2c7
134823:H2,134823,133973,144214,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.5008686477,0.9156189814,b0fee4bc6fd340e4,0.8975679735,0.9505996272,8069b221c47dd7c0,0.7313067448,0.9608910177,0.01020614821,0.01748444053,0.8490212315,0.9608910177,1,0.9910490492,0.657598558,0.6213587861,0.851474648,0.7622197925,0.8360896909,0.9464768027,0.4674993371,0.5871062398,-0.1583526666,0.6834868659,-0.3568160004,0.5059143471,-0.2876820725,-0.06899287149,89d14a641f5410d327e3da607ca4de273dafe4cf142d853e0b340a3745684679,bd64ff242c72eae9aa5c41d1ae314a3ce3506e73c0b39452b22d75ae986a5a2a,9edaca2f8098300b1c1fe8ff76a3dad350837168973cbb0288193391fb685b07
143098:H1,143098,115927,49817,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.2409547637,0.8856405261,b0fee4bc6fd340e4,0.9377897194,0.9700620609,8069b221c47dd7c0,0.7599150187,0.9622771832,0.009482166285,0.01388354567,0.9002092199,0.9622771832,1,1,0.6435673325,0.7023737432,0.9864778158,0.9936455067,0.9051925839,0.9753770366,0.5518854739,0.698809763,0.7419404361,0.50964237,0.03339369373,0.7423096876,-0.245122458,-0.2006706955,4f54c45cfd8d4aa65041298aed1770b2b3af415940f8ec772df74a3868a07497,d5c5d7e92310d5fd53fbde35c86af8b5ecfb59e784fcf8e5f359c3204b45f958,0533a978d7872931c15274049755391e16bf8c77c888b37c733d5e857c1e8e26
149712:H1,149712,71622,20376,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8279316146,0.5638009304,b0fee4bc6fd340e4,0.9517543249,0.9740057713,8069b221c47dd7c0,0.8215331383,0.8567238599,0.009851268987,0.01065320851,0.9875519601,0.9392459777,0.9980178375,1,0.6658305231,0.6665060377,0.9863988285,0.9908375825,0.8349232041,0.9609568833,0.4581749745,0.168934077,0.4097507382,0.6785025085,0.8322483771,0.7841906155,-0.04255961442,-0.1226023221,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,fa7deebe64ffae05f1ba01dd6bfd18190f2e7b63e494859f7ab5b80360e173ca,e21e1e91f48aaa3330cffb47b74f14b6147db109bd3a1d345f0ce5e915a6211e
149712:H2,149712,71622,60537,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8279316146,0.4658861671,b0fee4bc6fd340e4,0.9517543249,0.9707090799,8069b221c47dd7c0,0.8215331383,0.9497025669,0.009851268987,0.01276706418,0.9875519601,0.9497025669,0.9980178375,0.9980178375,0.6658305231,0.6644619872,0.9863988285,0.9689497909,0.8349232041,0.9642169276,0.4581749745,0.5153242387,0.4097507382,0.449558121,0.8322483771,0.9440533807,-0.04255961442,-0.04255961442,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,fa7deebe64ffae05f1ba01dd6bfd18190f2e7b63e494859f7ab5b80360e173ca,891b7943bc225f628f353c921b4d4f45d514ad49a4489c4e353189cefa018fdf
149712:H3,149712,71622,131984,disagree:laion_clap_vs_muq_mulan_large,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8279316146,0.4709393755,b0fee4bc6fd340e4,0.9517543249,0.939024662,8069b221c47dd7c0,0.8215331383,0.6800770598,0.009851268987,0.008212206504,0.9875519601,0.8527711237,0.9980178375,1,0.6658305231,0.6582489673,0.9863988285,0.9963913973,0.8349232041,0.8655678624,0.4581749745,0.4726983445,0.4097507382,0.3864657169,0.8322483771,0.7140648769,-0.04255961442,-0.3302416869,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,fa7deebe64ffae05f1ba01dd6bfd18190f2e7b63e494859f7ab5b80360e173ca,c21eb1446b74e53f052e41f01dc9e24d732b8b4ad7131ad6c468b0030f3c8245
149712:H4,149712,20376,60537,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5638009304,0.4658861671,b0fee4bc6fd340e4,0.9740057713,0.9707090799,8069b221c47dd7c0,0.8567238599,0.9497025669,0.01065320851,0.01276706418,0.9392459777,0.9497025669,1,0.9980178375,0.6665060377,0.6644619872,0.9908375825,0.9689497909,0.9609568833,0.9642169276,0.168934077,0.5153242387,0.6785025085,0.449558121,0.7841906155,0.9440533807,-0.1226023221,-0.04255961442,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,e21e1e91f48aaa3330cffb47b74f14b6147db109bd3a1d345f0ce5e915a6211e,891b7943bc225f628f353c921b4d4f45d514ad49a4489c4e353189cefa018fdf
149712:H5,149712,131984,20376,disagree:mert_5120_vs_muq_mulan_large,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.4709393755,0.5638009304,b0fee4bc6fd340e4,0.939024662,0.9740057713,8069b221c47dd7c0,0.6800770598,0.8567238599,0.008212206504,0.01065320851,0.8527711237,0.9392459777,1,1,0.6582489673,0.6665060377,0.9963913973,0.9908375825,0.8655678624,0.9609568833,0.4726983445,0.168934077,0.3864657169,0.6785025085,0.7140648769,0.7841906155,-0.3302416869,-0.1226023221,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,c21eb1446b74e53f052e41f01dc9e24d732b8b4ad7131ad6c468b0030f3c8245,e21e1e91f48aaa3330cffb47b74f14b6147db109bd3a1d345f0ce5e915a6211e
149712:H6,149712,131984,60537,disagree:mert_generic_vs_muq_mulan_large,direct_disagreement,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.4709393755,0.4658861671,b0fee4bc6fd340e4,0.939024662,0.9707090799,8069b221c47dd7c0,0.6800770598,0.9497025669,0.008212206504,0.01276706418,0.8527711237,0.9497025669,1,0.9980178375,0.6582489673,0.6644619872,0.9963913973,0.9689497909,0.8655678624,0.9642169276,0.4726983445,0.5153242387,0.3864657169,0.449558121,0.7140648769,0.9440533807,-0.3302416869,-0.04255961442,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,c21eb1446b74e53f052e41f01dc9e24d732b8b4ad7131ad6c468b0030f3c8245,891b7943bc225f628f353c921b4d4f45d514ad49a4489c4e353189cefa018fdf
149712:H7,149712,126241,110634,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.5669761122,0.8154233698,b0fee4bc6fd340e4,0.9727343242,0.9560113572,8069b221c47dd7c0,0.9331863912,0.9059656268,0.01205768327,0.01103704833,0.9331863912,0.952947309,0.9950371902,1,0.6433899314,0.6750243696,0.9877932719,0.9952438218,0.9790304174,0.9268838705,0.579763869,0.2660968523,0.4961714154,0.389810402,0.883080558,0.9326654224,-0.04445176257,-0.09097177821,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,0b676774fe18309a787ca1389fb11e1ca9dd676130a84eeb9d0c8e4880801a16,6fda004e6fb6d9862154daf518f5a35f6d17f902fd69f513a9db48b23ea524fe
149712:H8,149712,20376,126241,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.5638009304,0.5669761122,b0fee4bc6fd340e4,0.9740057713,0.9727343242,8069b221c47dd7c0,0.8567238599,0.9331863912,0.01065320851,0.01205768327,0.9392459777,0.9331863912,1,0.9950371902,0.6665060377,0.6433899314,0.9908375825,0.9877932719,0.9609568833,0.9790304174,0.168934077,0.579763869,0.6785025085,0.4961714154,0.7841906155,0.883080558,-0.1226023221,-0.04445176257,01ad045689d4c820f250761fa7a10c44736208f3e0a6a0f4e03c2348a025044d,e21e1e91f48aaa3330cffb47b74f14b6147db109bd3a1d345f0ce5e915a6211e,0b676774fe18309a787ca1389fb11e1ca9dd676130a84eeb9d0c8e4880801a16
20364:H1,20364,86038,120105,disagree:laion_clap_vs_mert_5120,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.8544738721,0.5145667568,b0fee4bc6fd340e4,0.917822583,0.9527340192,8069b221c47dd7c0,0.6309260439,0.708176949,0.008785339792,0.008659706029,0.8982897644,0.9206080325,1,1,0.66991313,0.6468128732,0.9941121628,0.9456043473,0.8394052322,0.8770469657,0.490767698,0.392429609,0.7635206059,0.4050448128,-0.08214972217,0.04636452943,-0.387765531,-0.03509131981,5d4764d9f3248c81f86d62ed50de9122fc9a69b45d0ffeda928851045e26f9ed,09baaf2862d2b4600b102212acb119310e5a112af5b8b81686ba618a0957bd81,69ad38b7bc52995ee37e1291b59322567f2e12abc3652b2cc89396b3b5cb24c1
20364:H2,20364,41570,86038,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.3820767584,0.8544738721,b0fee4bc6fd340e4,0.944675873,0.917822583,8069b221c47dd7c0,0.8209337782,0.6309260439,0.008924959817,0.008785339792,0.8268795277,0.8982897644,1,1,0.6527044109,0.66991313,0.9920563466,0.9941121628,0.9041110095,0.8394052322,0.143960837,0.490767698,0.4993683934,0.7635206059,0.5684593246,-0.08214972217,-0.2876820725,-0.387765531,5d4764d9f3248c81f86d62ed50de9122fc9a69b45d0ffeda928851045e26f9ed,753f6dd7f2791b3164560e35838fb44a6fee4608ab6cb543a0b0fbc6807faac4,09baaf2862d2b4600b102212acb119310e5a112af5b8b81686ba618a0957bd81
